Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 32,19,"['decision', 'people', 'vote', ',', 'might', 'lead', 'candidate', '.']",8,"['It', 'is', 'not', 'our', 'as', 'to', 'who', 'for', 'this', 'be', 'the']",11,0.58,
Sentence 33,30,"['Sunny', ',', 'reasons', 'listed', 'reasons', '’', 'disgusted', 'would', 'never', 'vote', ',', 'would', 'silence', '.']",14,"['the', 'you', 'just', 'are', 'the', 'I', 'm', 'by', 'him', 'and', 'for', 'him', 'but', 'I', 'not', 'him']",16,0.53,
Sentence 34,20,"['believe', 'job', 'media', 'provide', 'information', ',', 'push', 'back', ',', ""''"", 'said', '.']",12,"['I', 'our', 'as', 'the', 'is', 'to', 'to', 'she']",8,0.4,
Sentence 35,19,"['Former', 'President', 'Donald', 'Trump', 'speaks', 'Mar-a-lago', 'Palm', 'Beach', ',', 'Florida', ',', 'Nov.', '8', ',', '2022', '.']",16,"['at', 'in', 'on']",3,0.16,
Sentence 36,32,"['(', 'AP', 'Photo/Andrew', 'Harnik', ')', 'Behar', 'claimed', '``', 'first', 'time', 'media', 'gave', 'pass', ""''"", 'said', '``', ""n't"", 'know', 'really', '.', ""''""]",21,"['the', 'the', 'him', 'a', 'and', 'we', 'did', 'what', 'he', 'was', 'about']",11,0.34,
Sentence 37,25,"['CLICK', 'GET', 'FOX', 'NEWS', 'APP', 'Goldberg', 'added', 'everyone', 'choice', 'watch', 'watch', 'Trump', ""'s"", 'town', 'hall', '.']",16,"['HERE', 'TO', 'THE', 'that', 'had', 'the', 'to', 'or', 'not']",9,0.36,
Sentence 38,15,"['``', 'Everybody', 'room', 'opportunity', 'either', 'watch', 'watch', '.']",8,"['in', 'this', 'has', 'the', 'to', 'or', 'not']",7,0.47,
Sentence 39,9,"['prerogative', ',', ""''"", 'said', '.']",5,"['That', 'is', 'your', 'she']",4,0.44,
Sentence 40,68,"['``', ',', 'know', ',', 'put', 'kinds', 'folks', '—', 'sad', 'thing', ',', 'put', 'guy', ',', 'kind', 'say', ',', 'front-runner', ',', 'seems', 'like', '’', 'saying', '‘', 'nobody', 'else', 'going', 'there.', '’', ""''"", 'Hanna', 'Panreck', 'associate', 'editor', 'Fox', 'News', '.']",37,"['And', 'you', 'they', 'have', 'all', 'of', 'the', 'other', 'to', 'me', 'is', 'once', 'you', 'this', 'up', 'and', 'you', 'of', 'this', 'is', 'the', 'it', 'you', 're', 'and', 'is', 'to', 'be', 'is', 'an', 'at']",31,0.46,
Sentence 41,30,"['Get', 'stories', 'need-to-know', 'powerful', 'name', 'news', 'delivered', 'first', 'thing', 'every', 'morning', 'inbox', 'Subscribed', ""'ve"", 'successfully', 'subscribed', 'newsletter', '!']",18,"['all', 'the', 'you', 'from', 'the', 'most', 'in', 'to', 'your', 'You', 'to', 'this']",12,0.4,
Sentence 42,2,"['Factset', '.']",2,[],0,0.0,
Sentence 43,8,"['Powered', 'implemented', 'FactSet', 'Digital', 'Solutions', '.']",6,"['and', 'by']",2,0.25,
Sentence 44,3,"['Legal', 'Statement', '.']",3,[],0,0.0,
Sentence 45,10,"['Mutual', 'Fund', 'ETF', 'data', 'provided', 'Refinitiv', 'Lipper', '.']",8,"['and', 'by']",2,0.2,
