Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 20,31,"['became', 'clear', ',', 'states', 'nearly', 'evenly', 'divided', 'candidates', ',', 'ultimate', 'winner', 'Florida', '’', '25', 'electoral', 'college', 'votes', 'would', 'become', 'president', '.']",21,"['And', 'it', 'that', 'with', 'other', 'between', 'the', 'the', 'of', 's']",10,0.32,
Sentence 21,29,"['Amid', 'ballot', 'recounts', 'various', 'challenged', 'counties', ',', 'Florida', 'secretary', 'state', 'certified', '537-vote', 'margin', 'November', '26', 'Bush', ',', '6', 'million', 'votes', 'cast', '.']",22,"['in', 'the', 'of', 'a', 'on', 'for', 'from']",7,0.24,
Sentence 22,17,"['Bush', 'strove', 'stop', 'recounts', 'Gore', 'continued', 'challenge', 'state', '’', 'tallies', '.']",11,"['to', 'the', 'as', 'to', 'the', 's']",6,0.35,
Sentence 23,38,"['Supreme', 'Court', 'ruled', 'December', '12', ',', 'ended', 'count', ',', 'declaring', 'Florida', 'recount', 'standards', 'varied', 'widely', 'fair', 'meet', 'guarantee', 'equal', 'protection', 'law', '.']",22,"['When', 'the', 'on', 'it', 'the', 'that', 'the', 'too', 'to', 'be', 'and', 'to', 'the', 'of', 'of', 'the']",16,0.42,
Sentence 24,38,"['’', 'Connor', 'laid', 'groundwork', 'result', 'December', '10', 'memo', 'colleagues', 'condemned', 'Florida', 'state', 'Supreme', 'Court', 'decision', 'ordering', 'selective', 'recounts', '“', 'undervotes', '”', 'certain', 'counties', '.']",24,"['O', 'the', 'for', 'that', 'in', 'her', 'to', 'all', 'her', 'as', 'she', 'a', 'of', 'in']",14,0.37,
Sentence 25,40,"['opened', 'highlighting', 'state', 'legislative', 'authority', 'set', 'rules', 'appointment', 'state', 'presidential', 'electors', 'quickly', 'focused', 'flaws', ',', 'perceived', ',', 'ongoing', 'recounts', 'ordered', 'state', 'court', '.']",23,"['She', 'by', 'to', 'the', 'for', 'the', 'of', 'but', 'on', 'the', 'as', 'she', 'them', 'of', 'the', 'by', 'the']",17,0.42,
Sentence 26,52,"['Sandra', 'Day', ""O'Connor"", 'reflects', 'life', ',', 'Supreme', 'Court', '“', 'Florida', 'Supreme', 'Court', 'provided', 'uniform', ',', 'statewide', 'method', 'identifying', 'separating', 'undervotes', ',', '”', '’', 'Connor', 'wrote', ',', 'referring', 'instances', 'machines', 'failed', 'detect', 'vote', 'president', '.']",34,"['on', 'before', 'during', 'and', 'after', 'the', 'The', 'no', 'for', 'and', 'the', 'O', 'to', 'when', 'had', 'to', 'a', 'for']",18,0.35,
Sentence 27,18,"['“', 'Accordingly', ',', 'guarantee', 'ballots', 'deemed', 'undervotes', 'previously', 'tabulated', '.']",10,"['there', 'was', 'no', 'that', 'those', 'had', 'not', 'been']",8,0.44,
Sentence 28,28,"['importantly', ',', 'court', 'failed', 'provide', 'standard', 'specific', '‘', 'intent', 'voter', '’', 'standard', 'govern', 'statewide', 'undervote', 'recount', '.']",17,"['More', 'the', 'to', 'any', 'more', 'than', 'the', 'of', 'the', 'to', 'this']",11,0.39,
Sentence 29,70,"['Therefore', ',', 'individual', 'county', 'left', 'devise', 'standards.', '”', 'system', 'triggered', 'Florida', 'Supreme', 'Court', '“', 'way', 'resembles', 'statutory', 'scheme', 'created', 'Florida', 'legislature', '”', 'appointment', 'electors', ',', 'said', 'justice', 'served', 'Arizona', 'state', 'Senate', 'majority', 'leader', ',', 'first', 'woman', 'nationwide', 'hold', 'top', 'post', 'state', 'senate', '.']",43,"['each', 'was', 'to', 'its', 'own', 'The', 'by', 'the', 'in', 'no', 'the', 'by', 'the', 'for', 'the', 'of', 'the', 'who', 'had', 'once', 'as', 'the', 'to', 'such', 'the', 'in', 'a']",27,0.39,
Sentence 30,32,"['next', 'day', ',', 'Kennedy', 'wrote', 'chief', 'justice', ',', '“', 'Sandra', '’', 'memorandum', 'sets', 'forth', 'sound', 'approach', '”', 'said', 'wanted', 'build', '.']",21,"['The', 'to', 'the', 's', 'a', 'very', 'and', 'he', 'to', 'on', 'it']",11,0.34,
Sentence 31,18,"['suggested', 'would', 'point', 'varying', 'recount', 'practices', 'breached', 'guarantee', 'equal', 'protection', '.']",11,"['He', 'he', 'up', 'how', 'the', 'the', 'of']",7,0.39,
Sentence 32,42,"['correspondence', 'Stevens', 'files', 'suggests', 'Rehnquist', 'thought', 'might', 'able', 'work', 'Kennedy', 'court', '’', 'main', 'opinion', 'press', 'chief', '’', 'theory', 'complete', 'independent', 'state', 'legislative', 'power', '.']",24,"['The', 'in', 'the', 'that', 'he', 'be', 'to', 'with', 'on', 'the', 's', 'and', 'to', 'the', 's', 'own', 'of', 'and']",18,0.43,
Sentence 33,29,"['Rehnquist', 'wrote', 'December', '11', 'memo', 'Kennedy', '“', 'working', 'composite', 'opinion.', '”', 'Rehnquist', 'hoped', 'send', 'around', 'copy', 'evening', '.']",18,"['in', 'a', 'that', 'he', 'and', 'were', 'on', 'a', 'to', 'a', 'that']",11,0.38,
Sentence 34,39,"['next', 'day', ',', 'however', ',', 'Kennedy', 'fully', 'separated', 'Rehnquist', '’', 'view', 'complete', 'state', 'legislative', 'authority', 'presidential', 'elections', 'check', 'state', 'judges', 'interpreting', 'state', '’', 'constitution', '.']",25,"['By', 'the', 'had', 'himself', 'from', 's', 'of', 'over', 'with', 'no', 'by', 'a', 'the', 's']",14,0.36,
Sentence 35,44,"['Republicans', 'call', 'transparency', 'around', 'Supreme', 'Court', 'calling', 'Democratic', 'push', 'ethics', 'reform', 'partisan', 'result', ',', 'Rehnquist', 'wrote', 'group', ',', '“', 'present', 'draft', 'accurately', 'labeled', '”', 'opinion', 'court', '.']",27,"['Some', 'for', 'more', 'while', 'for', 'As', 'a', 'to', 'the', 'his', 'own', 'can', 'not', 'be', 'the', 'for', 'the']",17,0.39,
Sentence 36,23,"['Rehnquist', 'said', 'would', 're-circulating', 'views', ',', 'going', 'beyond', '’', 'Connor-Kennedy', 'position', ',', 'separate', 'concurring', 'opinion', '.']",16,"['he', 'be', 'his', 'the', 'O', 'as', 'a']",7,0.3,
Sentence 37,25,"['Rehnquist', 'view', ',', 'backed', 'Scalia', 'Thomas', ',', 'would', 'given', 'new', 'power', 'state', 'legislatures', 'control', 'presidential', 'election', 'battles', '.']",18,"['The', 'only', 'by', 'and', 'have', 'to', 'to']",7,0.28,
Sentence 38,51,"['“', 'independent', 'state', 'legislature', '”', 'theory', '–', 'revived', 'Trump', 'supporters', '2020', 'heart', 'pending', 'North', 'Carolina', 'dispute', '–', 'state', 'courts', 'lack', 'authority', 'find', 'state', 'legislature', '’', 'electoral', 'practices', 'violate', 'state', '’', 'constitution', '.']",32,"['Under', 'this', 'which', 'was', 'by', 'in', 'and', 'is', 'at', 'the', 'of', 'a', 'the', 'to', 'that', 'a', 's', 'the', 's']",19,0.37,
Sentence 39,17,"['Kennedy', 'foreshadowed', 'reluctance', 'accept', 'theory', 'Bush', 'v.', 'Gore', 'oral', 'arguments', '.']",11,"['had', 'his', 'to', 'that', 'during', 'the']",6,0.35,
Sentence 40,99,"['“', 'seems', 'essential', 'republican', 'theory', 'government', 'constitutions', 'United', 'States', 'states', 'basic', 'charter', ',', 'say', 'legislature', 'state', 'unmoored', 'constitution', ',', '’', 'use', 'court', '…', '(', ')', 'seems', 'holding', 'grave', 'implications', 'republican', 'theory', 'government.', '”', '’', 'Connor', ',', 'similarly', 'breaking', 'Rehnquist', 'view', ',', 'wrote', 'Kennedy', 'note', 'December', '12', 'would', 'join', 'per', 'curiam', 'opinion', '.']",52,"['It', 'to', 'me', 'to', 'the', 'of', 'that', 'the', 'of', 'the', 'and', 'the', 'are', 'the', 'and', 'to', 'that', 'the', 'of', 'the', 'is', 'from', 'its', 'own', 'and', 'it', 'can', 't', 'its', 'is', 'it', 'to', 'me', 'a', 'which', 'has', 'for', 'our', 'of', 'O', 'from', 'the', 'a', 'on', 'that', 'she', 'his']",47,0.47,
Sentence 41,12,"['justices', ',', 'meanwhile', ',', 'immersed', 'separate', 'writings', '.']",8,"['Other', 'were', 'in', 'their']",4,0.33,
Sentence 42,52,"['Stevens', '’', 'files', 'contain', 'early', 'drafts', 'dissenting', 'opinion', 'closed', 'biting', 'line', ':', '“', 'Although', 'may', 'never', 'know', 'complete', 'certainty', 'identity', 'winner', 'year', '’', 'Presidential', 'election', ',', 'identity', 'loser', 'perfectly', 'clear', ',', '”', 'wrote', '.']",34,"['of', 'his', 'that', 'with', 'the', 'we', 'with', 'the', 'of', 'the', 'of', 'this', 's', 'the', 'of', 'the', 'is', 'he']",18,0.35,
Sentence 43,34,"['“', 'Nation', '’', 'confidence', 'judge', 'impartial', 'guardian', 'rule', 'law.', '”', 'Souter', ',', 'Ginsburg', 'Breyer', 'began', 'penning', 'separate', 'dissents', ',', '.']",20,"['It', 'is', 'the', 's', 'in', 'the', 'as', 'an', 'of', 'the', 'of', 'and', 'each', 'too']",14,0.41,
Sentence 44,29,"['hours', 'passed', ',', 'wanted', 'finish', 'end', 'December', '12', ',', 'deadline', 'establishing', 'presidential', 'electors', 'state', '.']",15,"['As', 'the', 'they', 'to', 'by', 'the', 'of', 'which', 'was', 'the', 'for', 'the', 'of', 'each']",14,0.48,
Sentence 45,22,"['majority', 'contended', 'time', 'remained', 'standardize', 'recount', 'rules', 'meet', 'constitutional', 'strictures', 'equal', 'protection', 'law', '.']",14,"['The', 'that', 'no', 'to', 'to', 'for', 'of', 'the']",8,0.36,
Sentence 46,123,"['per', 'curiam', 'decision', 'concluding', 'Florida', '’', 'recount', 'process', '“', 'inconsistent', 'minimum', 'procedures', 'necessary', 'protect', 'fundamental', 'right', 'voter', 'special', 'instance', 'statewide', 'recount.', '”', 'majority', 'also', 'declared', ',', '“', 'consideration', 'limited', 'present', 'circumstances', ',', 'problem', 'equal', 'protection', 'election', 'processes', 'generally', 'presents', 'many', 'complexities.', '”', 'Supreme', 'Court', 'hear', 'major', 'case', 'limiting', 'power', 'federal', 'government', ',', 'long-term', 'goal', 'legal', 'conservatives', 'Rehnquist', 'sent', 'around', 'note', 'one', 'point', 'big', 'decision', 'day', 'acknowledged', ',', '“', 'previously', 'agreed', 'upon', 'deadline', 'one', '’', 'clock', 'afternoon', 'release', 'opinions', 'unrealistic', '.']",80,"['Its', 'was', 'that', 's', 'was', 'with', 'the', 'to', 'the', 'of', 'each', 'in', 'the', 'of', 'a', 'The', 'Our', 'is', 'to', 'the', 'for', 'the', 'of', 'in', 'to', 'on', 'the', 'of', 'a', 'of', 'a', 'at', 'on', 'the', 'that', 'the', 'of', 'o', 'this', 'for', 'of', 'the', 'is']",43,0.35,
Sentence 47,62,"['suggest', 'strive', 'mightily', 'everything', 'shape', 'Pubs', 'unit', 'four', '’', 'clock', 'afternoon', 'latest.', '”', 'Later', 'day', ',', 'Rehnquist', 'tried', ':', '“', 'David', '(', 'Souter', ')', 'advises', 'preparing', 'dissent', ',', 'thinks', 'able', 'circulate', '5', '’', 'clock', 'p.m', '.']",36,"['I', 'we', 'to', 'have', 'in', 'for', 'the', 'by', 'o', 'this', 'at', 'the', 'that', 'again', 'that', 'he', 'is', 'a', 'which', 'he', 'he', 'will', 'be', 'to', 'by', 'o']",26,0.42,
Sentence 48,38,"['think', 'move', 'deadline', 'back', ',', 'time', 'absolutely', 'certain', 'opinions', 'case', 'ready', 'go', 'Publications', 'Unit', '6', '’', 'clock', '.']",18,"['I', 'that', 'we', 'should', 'the', 'once', 'more', 'but', 'this', 'be', 'that', 'all', 'in', 'this', 'be', 'to', 'to', 'the', 'by', 'o']",20,0.53,
Sentence 49,29,"['Pubs', 'Unit', 'probably', 'take', 'least', 'hour', 'prepare', ',', 'means', 'released', '7', '’', 'clock', 'p.m', '.']",15,"['The', 'will', 'at', 'an', 'to', 'it', 'and', 'this', 'that', 'it', 'can', 'be', 'at', 'o']",14,0.48,
Sentence 50,44,"['urge', 'keep', 'efforts', 'making', ',', 'unwilling', 'move', 'deadline', 'back', 'unless', 'sort', 'mechanical', 'breakdown.', '”', 'ruling', 'became', 'public', 'around', '10', 'p.m', '.']",21,"['I', 'all', 'of', 'you', 'to', 'up', 'the', 'we', 'have', 'all', 'been', 'because', 'I', 'am', 'to', 'the', 'further', 'there', 'is', 'some', 'of', 'a', 'The']",23,0.52,
Sentence 51,2,"['ET', '.']",2,[],0,0.0,
Sentence 52,6,"['Gore', 'conceded', 'next', 'day', '.']",5,['the'],1,0.17,
Sentence 53,70,"['“', 'Going', 'home', 'long', 'day', ',', '”', 'Scalia', 'wrote', 'fellow', 'justices', 'December', '12', ',', '“', 'help', 'observe', 'colleagues', 'protesting', 'vigorously', 'Court', '’', 'judgment', 'today', 'irreparable', 'harm', 'spared', 'pains', '–', 'veritable', 'blizzard', 'separate', 'dissents', '–', 'assist', 'result', '.']",37,"['after', 'a', 'to', 'when', 'it', 'was', 'all', 'over', 'on', 'I', 'can', 'not', 'but', 'that', 'those', 'of', 'my', 'who', 'were', 'so', 'that', 'the', 's', 'will', 'do', 'it', 'have', 'no', 'in', 'a', 'of', 'to', 'that']",33,0.47,
Sentence 54,79,"['Even', 'point', 'footnote', '4', 'Ruth', '’', 'offering', '(', 'call', 'Al', 'Sharpton', 'footnote', ')', ',', 'alleging', 'basis', 'press', 'reports', '‘', 'obstacles', 'voting', 'disproportionately', 'encountered', 'black', 'voters.', '’', '”', 'Well-known', 'take-no-prisoners', 'dissenting', 'views', ',', 'Scalia', 'added', ',', '“', 'last', 'person', 'complain', 'dissents', 'thorough', 'hard-hitting', '(', 'though', 'would', 'nice', 'somewhat', 'consolidated', ')', '.']",50,"['to', 'the', 'of', 'in', 's', 'I', 'it', 'the', 'on', 'the', 'of', 'to', 'by', 'for', 'his', 'I', 'am', 'the', 'to', 'that', 'should', 'not', 'be', 'and', 'it', 'be', 'to', 'have', 'them']",29,0.37,
Sentence 55,54,"['vigorously', 'dissenting', '(', ',', 'come', 'think', ',', 'time', ')', 'never', 'urged', 'majority', 'colleagues', 'alter', 'honest', 'view', 'case', 'potential', '‘', 'damage', 'Court.', '’', 'thought', 'would', 'observe', 'incongruity', '.']",27,"['But', 'before', 'or', 'to', 'of', 'it', 'at', 'any', 'other', 'I', 'have', 'the', 'of', 'my', 'to', 'their', 'of', 'the', 'because', 'of', 'the', 'to', 'the', 'I', 'just', 'I', 'the']",27,0.5,
Sentence 56,43,"['Good', 'night.', '”', 'signed', ',', '“', 'Sincerely', ',', 'Nino.', '”', 'opinions', ',', 'liberal', 'dissenters', 'emphasized', 'cost', 'court', 'institution', ',', 'Breyer', '’', 'words', ',', '“', 'damage', '”', 'country', '.']",28,"['He', 'it', 'In', 'their', 'had', 'the', 'to', 'the', 'as', 'an', 'and', 'in', 's', 'to', 'the']",15,0.35,
Sentence 57,33,"['Similarly', ',', 'Kennedy', 'wrote', 'colleagues', 'day', ',', '“', 'usually', 'respond', 'dissenting', 'opinions', ',', 'per', 'curiam', 'case', '.']",17,"['to', 'that', 'same', 'I', 'do', 'not', 'to', 'and', 'will', 'not', 'do', 'so', 'for', 'the', 'in', 'this']",16,0.48,
Sentence 58,28,"['take', 'occasion', 'memo', ',', 'however', ',', 'say', 'tone', 'dissents', 'disturbing', 'institutional', 'personal', 'level', '.']",14,"['I', 'the', 'in', 'this', 'to', 'that', 'the', 'of', 'the', 'is', 'both', 'on', 'an', 'and']",14,0.5,
Sentence 59,11,"['agonized', 'made', 'best', 'judgment', '.']",5,"['I', 'have', 'over', 'this', 'and', 'my']",6,0.55,
Sentence 60,22,"['dissenters', 'fact', 'agree', 'equal', 'protection', 'point', ',', 'take', 'great', 'pains', 'conceal', 'agreement', '.']",13,"['Some', 'of', 'the', 'in', 'on', 'the', 'but', 'to', 'that']",9,0.41,
Sentence 61,85,"['dissents', ',', 'permit', 'say', ',', 'effect', 'try', 'coerce', 'majority', 'trashing', 'Court', ',', 'thereby', 'making', 'dire', ',', 'think', 'unjustified', ',', 'predictions', 'self-fulfilling', 'prophecy.', '”', 'Many', 'justices', 'reluctant', 'even', 'time', 'discuss', 'case', ',', 'although', 'Scalia', 'regularly', 'declared', 'critics', ',', '“', 'Get', '!', '”', '’', 'Connor', 'seemed', 'chastened', ',', 'expressing', 'regret', 'years', 'court', 'taken', 'dispute', '.']",53,"['The', 'me', 'to', 'in', 'to', 'the', 'by', 'the', 'themselves', 'their', 'and', 'I', 'a', 'of', 'the', 'were', 'with', 'to', 'the', 'to', 'over', 'it', 'O', 'more', 'some', 'over', 'the', 'that', 'the', 'had', 'up', 'the']",32,0.38,
Sentence 62,34,"['1981', 'appointee', 'President', 'Ronald', 'Reagan', 'stepped', 'court', 'January', '2006', ',', 'retired', 'care', 'husband', ',', 'struggling', 'Alzheimer', '’', 'disease', '.']",19,"['The', 'of', 'down', 'from', 'the', 'in', 'when', 'she', 'to', 'for', 'her', 'who', 'was', 'with', 's']",15,0.44,
Sentence 63,14,"['2018', 'revealed', 'diagnosed', 'disease', '.']",5,"['In', 'she', 'that', 'she', 'herself', 'had', 'been', 'with', 'the']",9,0.64,
Sentence 64,10,"['turned', '93', 'March', 'lives', 'Arizona', '.']",6,"['She', 'in', 'and', 'in']",4,0.4,
Sentence 65,22,"['2013', ',', 'told', 'members', 'Chicago', 'Tribune', 'editorial', 'board', 'sure', 'court', 'intervened', '.']",12,"['In', 'she', 'of', 'the', 'she', 'was', 'not', 'the', 'should', 'have']",10,0.45,
Sentence 66,37,"['Sandra', 'Day', ""O'Connor"", 'brings', 'quiet', 'activism', 'facing', 'dementia', '“', 'took', 'case', 'decided', 'time', 'still', 'big', 'election', 'issue', ',', '”', '’', 'Connor', 'told', 'Tribune', '.']",24,"['to', 'It', 'the', 'and', 'it', 'at', 'a', 'when', 'it', 'was', 'a', 'O', 'the']",13,0.35,
Sentence 67,49,"['“', 'Maybe', 'court', 'said', ',', '‘', '’', 'going', 'take', ',', 'goodbye.', '’', '”', 'added', ',', 'according', 'paper', '’', 'account', ',', '“', 'Obviously', 'court', 'reach', 'decision', 'thought', 'reach', 'decision', '.']",29,"['the', 'should', 'have', 'We', 're', 'not', 'to', 'it', 'She', 'to', 'the', 's', 'the', 'did', 'a', 'and', 'it', 'had', 'to', 'a']",20,0.41,
Sentence 68,24,"['turned', 'election', 'authorities', 'Florida', '’', 'done', 'real', 'good', 'job', 'kind', 'messed', '.']",12,"['It', 'out', 'the', 'in', 'hadn', 't', 'a', 'there', 'and', 'of', 'it', 'up']",12,0.5,
Sentence 69,17,"['probably', 'Supreme', 'Court', 'added', 'problem', 'end', 'day', '.', '”']",9,"['And', 'the', 'to', 'the', 'at', 'the', 'of', 'the']",8,0.47,
