Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 11,16,"['“', 'friendship', 'f—king', 'bulls—t', '!', '”', 'Sandoval', 'defends', 'connection', 'Leviss', '.']",11,"['Your', 'is', 'then', 'his', 'with']",5,0.31,
Sentence 12,65,"['“', ',', '’', '!', '”', 'shouts', 'back', ',', 'Madix', 'yells', 'even', 'louder', ',', '“', 'Yes', ',', '!', '”', '“', 'Buying', 'Back', 'Daughter', '”', 'actress', 'adds', ',', '“', 'regret', 'ever', 'loving', 'you.', '”', 'Elsewhere', ',', 'Lala', 'Kent', 'implies', 'Sandoval', '“', 'creeping', 'around', '”', 'long', 'dalliance', 'Leviss', '.']",46,"['No', 'it', 's', 'not', 'he', 'to', 'which', 'it', 'is', 'The', 'My', 'then', 'I', 'that', 'has', 'been', 'before', 'his', 'with']",19,0.29,
Sentence 13,24,"['“', 'one', 'time', ',', '”', 'cover', 'band', 'singer', 'confesses', 'one', 'point', ',', 'copping', 'even', 'unfaithful', 'behavior', '.']",17,"['There', 'was', 'other', 'the', 'at', 'to', 'more']",7,0.29,
Sentence 14,47,"['Though', '’', 'appear', 'camera', ',', 'Leviss', '’', 'voice', 'heard', 'phone', 'call', 'ex-fiancé', 'James', 'Kennedy', '—', 'promises', 'DJ', ',', '31', ',', 'Sandoval', '“', 'item', '”', 'despite', 'optics', '.']",27,"['she', 'doesn', 't', 'on', 'again', 'is', 'during', 'a', 'with', 'during', 'which', 'she', 'the', 'that', 'she', 'and', 'are', 'not', 'an', 'the']",20,0.43,
Sentence 15,14,"['Later', ',', 'Lisa', 'Vanderpump', 'consoles', 'emotional', 'Madix', 'time', 'distress', '.']",10,"['an', 'in', 'a', 'of']",4,0.29,
Sentence 16,15,"['“', '’', 'deserve', ',', '”', 'restaurateur', 'says', '.']",8,"['You', 'don', 't', 'any', 'of', 'this', 'the']",7,0.47,
Sentence 17,21,"['end', 'preview', ',', '“', 'VPR', '”', 'alum', 'Kristen', 'Doute', 'seen', 'making', 'highly', 'anticipated', 'return', '.']",15,"['By', 'the', 'of', 'the', 'is', 'her']",6,0.29,
Sentence 18,15,"['“', 'ready', '?', '”', 'asks', 'Madix', ',', 'mischievously', 'twiddling', 'fingers', '.']",11,"['You', 'she', 'while', 'her']",4,0.27,
Sentence 19,37,"['finale', 'clip', 'comes', 'hours', 'Leviss', 'claimed', 'Instagram', '“', 'hacked', ',', '”', 'followed', 'announcement', '’', 'dedicating', 'page', 'mental', 'health', 'awareness', 'time', '.']",21,"['The', 'just', 'after', 'her', 'was', 'by', 'an', 'that', 'she', 'd', 'be', 'her', 'to', 'for', 'the', 'being']",16,0.43,
Sentence 20,33,"['“', 'Raquel', 'requested', 'posts', 'focus', 'raising', 'awareness', 'mental', 'health', 'organizations', ',', 'advocates', 'removing', 'stigma', 'surrounding', 'treatment', ',', '”', 'Leviss', '’', 'team', 'wrote', 'part', '.']",24,"['has', 'all', 'of', 'the', 'on', 'for', 'and', 'the', 'in']",9,0.27,
Sentence 21,26,"['Leviss', 'checked', 'mental', 'health', 'facility', 'Arizona', 'last', 'month', 'wake', 'Sandoval', '’', 'months-long', 'affair', 'coming', 'light', '.']",16,"['into', 'a', 'in', 'in', 'the', 'of', 'her', 'and', 's', 'to']",10,0.38,
Sentence 22,28,"['Madix', 'broke', 'Sandoval', 'nearly', '10', 'years', 'together', 'found', 'sexually', 'explicit', 'video', 'Leviss', 'phone', 'night', 'March', '1', '.']",17,"['up', 'with', 'after', 'when', 'she', 'a', 'of', 'on', 'his', 'the', 'of']",11,0.39,
Sentence 23,18,"['Sources', 'later', 'told', 'Page', 'Six', 'pair', '“', 'communicating', 'inappropriately', '”', 'since', 'July', '2022', '.']",14,"['that', 'the', 'had', 'been']",4,0.22,
Sentence 24,26,"['status', 'Sandoval', 'Leviss', '’', 'relationship', 'remains', 'flux', ',', 'Madix', 'seemingly', 'moved', 'new', 'man', 'named', 'Daniel', 'Wai', '.']",17,"['While', 'the', 'of', 'and', 'in', 'has', 'on', 'with', 'a']",9,0.35,
Sentence 25,24,"['month', ',', 'blond', 'beauty', 'spotted', 'kissing', 'hunky', 'fitness', 'trainer', 'Coachella', 'Los', 'Angeles', '’', 'LAX', 'airport', '.']",16,"['This', 'the', 'was', 'the', 'at', 'and', 'again', 'at']",8,0.33,
Sentence 26,30,"['Madix', 'continued', 'living', 'best', 'life', 'weekend', 'Washington', ',', 'D.C.', ',', 'attending', 'White', 'House', 'Correspondents', '’', 'Dinner', 'Kent', ',', '32', ',', 'Vanderpump', ',', '62', '.']",24,"['her', 'this', 'in', 'the', 'with', 'and']",6,0.2,
Sentence 27,10,"['“', 'Vanderpump', 'Rules', '”', 'airs', 'Wednesdays', '9', 'p.m', '.']",9,['at'],1,0.1,
Sentence 28,4,"['ET', 'Bravo', '.']",3,['on'],1,0.25,
Sentence 29,13,"['Read', 'Next', 'Jerry', 'Springer', 'laid', 'rest', 'private', 'ceremony', 'Chi', '...']",10,"['to', 'during', 'in']",3,0.23,
Sentence 30,8,"['story', 'shared', '29,069', 'times', '.']",5,"['This', 'has', 'been']",3,0.38,
Sentence 31,9,"['29,069', 'story', 'shared', '14,566', 'times', '.']",6,"['This', 'has', 'been']",3,0.33,
Sentence 32,9,"['14,566', 'story', 'shared', '12,287', 'times', '.']",6,"['This', 'has', 'been']",3,0.33,
Sentence 33,9,"['12,287', 'story', 'shared', '10,129', 'times', '.']",6,"['This', 'has', 'been']",3,0.33,
Sentence 34,19,"['10,129', 'Follow', 'us', 'Terms', 'Use', 'Privacy', 'Notice', 'Sitemap', 'California', 'Privacy', 'Rights', 'Sell', 'Personal', 'Information']",14,"['of', 'Your', 'Do', 'Not', 'My']",5,0.26,
