Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 18,14,"['sit', 'wall', 'sit', 'little', 'bit', 'lower', '.']",7,"['They', 'up', 'on', 'the', 'or', 'they', 'a']",7,0.5,
Sentence 19,13,"[""'s"", 'considered', 'zoned', 'cooling', 'heating', 'using', 'heat', 'pump', 'technology', '.', ""''""]",11,"['It', 'and']",2,0.15,
Sentence 20,38,"['Donnelly', 'said', 'homes', 'capable', 'making', 'transition', 'heat', 'pumps', 'lot', 'older', 'homes', 'area', ',', 'safe', 'assume', 'without', 'asking', 'expert', '.']",19,"['there', 'are', 'of', 'the', 'to', 'but', 'for', 'a', 'of', 'the', 'in', 'our', 'it', 'is', 'not', 'to', 'they', 'can', 'an']",19,0.5,
Sentence 21,15,"['``', 'lot', 'housing', 'still', 'fuses', ',', ""''"", 'Donnelly', 'said', '.']",10,"['A', 'of', 'have', 'in', 'them']",5,0.33,
Sentence 22,15,"['``', 'lot', 'houses', 'area', 'still', 'knob', 'tube', 'wiring', '.']",9,"['A', 'of', 'in', 'this', 'have', 'and']",6,0.4,
Sentence 23,12,"['case', ',', 'houses', 'ready', 'electrification', '.']",6,"['In', 'that', 'those', 'are', 'not', 'for']",6,0.5,
Sentence 24,21,"[',', 'need', 'make', 'sure', 'enhance', 'electrical', 'connection', 'home', 'electrical', 'panel', '.']",11,"['So', 'we', 'to', 'that', 'we', 'the', 'at', 'that', 'and', 'the']",10,0.48,
Sentence 25,26,"['Make', 'sure', ""'s"", 'safe', ',', 'make', 'sure', 'accommodate', 'new', 'heat', 'pump', 'technology', ',', 'go', '.', ""''""]",16,"['that', 'it', 'that', 'it', 'can', 'this', 'and', 'then', 'from', 'there']",10,0.38,
Sentence 26,27,"['Since', 'every', 'home', 'build', 'different', ',', 'Donnelly', 'said', ""'s"", 'hard', 'say', 'much', 'new', 'build', '100', '%', 'electrical', 'would', 'cost', '.']",20,"['and', 'are', 'it', 'to', 'how', 'a', 'with']",7,0.26,
Sentence 27,14,"['However', ',', 'technological', 'advances', 'continue', 'happen', 'answers', 'become', 'clear', '.']",10,"['as', 'to', 'more', 'will']",4,0.29,
Sentence 28,21,"['``', 'Sometimes', 'transitions', 'take', 'get', 'used', 'ultimately', 'become', 'popular', ',', ""''"", 'Moran', 'said', '.']",14,"['these', 'a', 'while', 'to', 'to', 'but', 'very']",7,0.33,
