Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 27,42,"['launched', 'everything', ',', '’', 'greatful', '!', '”', '(', 'ABC/Eric', 'McCandless', ')', 'ADAM', 'LAMBERTIndeed', ',', 'Adam', 'fronting', 'iconic', 'classic', 'rock', 'group', 'Queen', ',', 'touring', 'world', 'singing', 'band', '’', 'catalog', '.']",29,"['It', 'for', 'me', 'and', 'I', 'm', 'so', 'is', 'now', 'the', 'the', 'the', 's']",13,0.31,
Sentence 28,22,"['initially', 'met', 'Sir', 'Brian', 'May', 'American', 'Idol', 'finale', ',', 'Kris', 'Allen', 'performed', 'band', '.']",14,"['He', 'during', 'the', 'where', 'he', 'and', 'with', 'the']",8,0.36,
Sentence 29,22,"['hit', 'well', 'time', ',', 'eventually', 'joined', 'forces', 'create', 'Queen', '+', 'Adam', 'Lambert', '.']",13,"['They', 'it', 'off', 'so', 'at', 'the', 'that', 'the', 'to']",9,0.41,
Sentence 30,17,"['outfit', 'successfully', 'toured', 'world', 'bringing', 'life', 'band', '’', 'rich', 'catalog', '.']",11,"['The', 'has', 'the', 'to', 'the', 's']",6,0.35,
Sentence 31,24,"['Adam', 'walks', 'fine', 'line', 'honoring', 'late', 'Freddie', 'Mercury', '’', 'legacy', ',', 'putting', 'stamp', 'songs', '.']",15,"['the', 'of', 'the', 's', 'while', 'his', 'own', 'on', 'the']",9,0.38,
Sentence 32,12,"['Adam', 'Queen', 'touring', 'United', 'States', 'fall', '.']",7,"['and', 'will', 'be', 'the', 'this']",5,0.42,
Sentence 33,18,"['Adam', 'took', 'stage', ',', 'Host', 'Ryan', 'Seacrest', 'introduced', 'standing', 'judges', 'panel', '.']",12,"['Before', 'the', 'him', 'while', 'by', 'the']",6,0.33,
Sentence 34,27,"['Katy', 'Perry', 'sat', 'back', 'turned', 'camera', ',', 'wearing', 'white', 'cape', '“', 'Adam', 'Lambert', '”', 'embroidered', 'red', 'back', '.']",18,"['with', 'her', 'to', 'the', 'a', 'with', 'in', 'on', 'the']",9,0.33,
Sentence 35,10,"['Old', 'school', 'American', 'Idol', 'fans', 'may', 'remember', 'cape', '.']",9,['that'],1,0.1,
Sentence 36,15,"['’', 'shout', 'Season', '8', 'Top', '3', 'results', 'show', '.']",9,"['It', 's', 'a', 'out', 'to', 'the']",6,0.4,
Sentence 37,37,"['Katy', 'stopped', 'American', 'Idol', 'night', 'guest', 'performer', 'sing', 'new', 'single', 'time', ',', '“', 'Waking', 'Las', 'Vegas', '”', '2008', 'album', ',', 'One', 'Boys', '.']",23,"['by', 'that', 'as', 'a', 'to', 'her', 'at', 'the', 'Up', 'in', 'from', 'her', 'of', 'the']",14,0.38,
Sentence 38,17,"['top', 'performance', ',', 'young', 'singer', 'back', 'audience', '.']",8,"['At', 'the', 'of', 'her', 'the', 'had', 'her', 'to', 'the']",9,0.53,
Sentence 39,8,"[',', 'cape', '!']",3,"['And', 'there', 'it', 'was', 'the']",5,0.62,
Sentence 40,20,"['clutched', 'sides', 'arms', 'spread', 'wide', ',', 'everyone', 'audience', 'got', 'message', '.']",11,"['She', 'both', 'with', 'her', 'so', 'that', 'in', 'the', 'the']",9,0.45,
Sentence 41,5,"['Team', 'Adam', '.']",3,"['She', 'was']",2,0.4,
Sentence 42,20,"['Katy', 'turned', 'around', 'performed', 'song', 'bevy', 'Las', 'Vegas', 'like', 'showgirls', 'dancing', 'behind', '.']",13,"['then', 'and', 'the', 'with', 'a', 'of', 'her']",7,0.35,
Sentence 43,23,"['(', 'ABC/Eric', 'McCandless', ')', 'KATY', 'PERRYAs', 'turned', ',', 'two', 'knew', 'Hollywood', 'either', 'one', 'became', 'famous', '.']",16,"['it', 'out', 'the', 'each', 'other', 'in', 'before']",7,0.3,
Sentence 44,57,"['Adam', 'would', 'go', 'make', 'Top', '2', 'end', 'season', 'runner-up', 'winner', 'Kris', 'Allen.What', 'throwback', '!', '“', 'owe', 'Idol', 'big', 'debt', 'gratitude', '”', 'Adam', '’', 'high', 'octane', 'performance', ',', 'shared', 'Ryan', 'returns', 'American', 'Idol', 'time', 'time', '.']",35,"['on', 'to', 'the', 'and', 'the', 'as', 'the', 'to', 'a', 'I', 'a', 'of', 'After', 's', 'he', 'with', 'about', 'why', 'he', 'to', 'and', 'again']",22,0.39,
Sentence 45,20,"['Adam', 'tall', 'platform', 'boots', ',', 'Ryan', 'jokingly', 'stood', 'box', 'interview', '.']",11,"['was', 'so', 'in', 'his', 'that', 'on', 'a', 'to', 'him']",9,0.45,
Sentence 46,13,"['Adam', 'said', ',', '“', 'owe', 'Idol', 'big', 'debt', 'gratitude', '.']",10,"['I', 'a', 'of']",3,0.23,
Sentence 47,22,"['’', 'Idol', '’', 'think', '’', 'right', '.']",7,"['If', 'it', 'weren', 't', 'for', 'I', 'don', 't', 'I', 'd', 'be', 'here', 'with', 'you', 'now']",15,0.68,
Sentence 48,13,"['’', 'think', '’', 'touring', 'world', '.']",6,"['I', 'don', 't', 'I', 'd', 'be', 'the']",7,0.54,
Sentence 49,42,"['launched', 'everything', ',', '’', 'greatful', '!', '”', '(', 'ABC/Eric', 'McCandless', ')', 'ADAM', 'LAMBERTIndeed', ',', 'Adam', 'fronting', 'iconic', 'classic', 'rock', 'group', 'Queen', ',', 'touring', 'world', 'singing', 'band', '’', 'catalog', '.']",29,"['It', 'for', 'me', 'and', 'I', 'm', 'so', 'is', 'now', 'the', 'the', 'the', 's']",13,0.31,
Sentence 50,22,"['initially', 'met', 'Sir', 'Brian', 'May', 'American', 'Idol', 'finale', ',', 'Kris', 'Allen', 'performed', 'band', '.']",14,"['He', 'during', 'the', 'where', 'he', 'and', 'with', 'the']",8,0.36,
Sentence 51,22,"['hit', 'well', 'time', ',', 'eventually', 'joined', 'forces', 'create', 'Queen', '+', 'Adam', 'Lambert', '.']",13,"['They', 'it', 'off', 'so', 'at', 'the', 'that', 'the', 'to']",9,0.41,
Sentence 52,17,"['outfit', 'successfully', 'toured', 'world', 'bringing', 'life', 'band', '’', 'rich', 'catalog', '.']",11,"['The', 'has', 'the', 'to', 'the', 's']",6,0.35,
Sentence 53,24,"['Adam', 'walks', 'fine', 'line', 'honoring', 'late', 'Freddie', 'Mercury', '’', 'legacy', ',', 'putting', 'stamp', 'songs', '.']",15,"['the', 'of', 'the', 's', 'while', 'his', 'own', 'on', 'the']",9,0.38,
Sentence 54,12,"['Adam', 'Queen', 'touring', 'United', 'States', 'fall', '.']",7,"['and', 'will', 'be', 'the', 'this']",5,0.42,
Sentence 55,18,"['turned', ',', 'two', 'knew', 'Hollywood', 'either', 'one', 'became', 'famous', '.']",10,"['As', 'it', 'out', 'the', 'each', 'other', 'in', 'before']",8,0.44,
Sentence 56,21,"['Adam', 'would', 'go', 'make', 'Top', '2', 'end', 'season', 'runner-up', 'winner', 'Kris', 'Allen', '.']",13,"['on', 'to', 'the', 'and', 'the', 'as', 'the', 'to']",8,0.38,
Sentence 57,38,"['throwback', '!', '“', 'owe', 'Idol', 'big', 'debt', 'gratitude', '”', 'Adam', '’', 'high', 'octane', 'performance', ',', 'shared', 'Ryan', 'returns', 'American', 'Idol', 'time', 'time', '.']",23,"['What', 'a', 'I', 'a', 'of', 'After', 's', 'he', 'with', 'about', 'why', 'he', 'to', 'and', 'again']",15,0.39,
Sentence 58,20,"['Adam', 'tall', 'platform', 'boots', ',', 'Ryan', 'jokingly', 'stood', 'box', 'interview', '.']",11,"['was', 'so', 'in', 'his', 'that', 'on', 'a', 'to', 'him']",9,0.45,
Sentence 59,13,"['Adam', 'said', ',', '“', 'owe', 'Idol', 'big', 'debt', 'gratitude', '.']",10,"['I', 'a', 'of']",3,0.23,
Sentence 60,22,"['’', 'Idol', '’', 'think', '’', 'right', '.']",7,"['If', 'it', 'weren', 't', 'for', 'I', 'don', 't', 'I', 'd', 'be', 'here', 'with', 'you', 'now']",15,0.68,
Sentence 61,13,"['’', 'think', '’', 'touring', 'world', '.']",6,"['I', 'don', 't', 'I', 'd', 'be', 'the']",7,0.54,
Sentence 62,42,"['launched', 'everything', ',', '’', 'greatful', '!', '”', '(', 'ABC/Eric', 'McCandless', ')', 'ADAM', 'LAMBERTIndeed', ',', 'Adam', 'fronting', 'iconic', 'classic', 'rock', 'group', 'Queen', ',', 'touring', 'world', 'singing', 'band', '’', 'catalog', '.']",29,"['It', 'for', 'me', 'and', 'I', 'm', 'so', 'is', 'now', 'the', 'the', 'the', 's']",13,0.31,
Sentence 63,22,"['initially', 'met', 'Sir', 'Brian', 'May', 'American', 'Idol', 'finale', ',', 'Kris', 'Allen', 'performed', 'band', '.']",14,"['He', 'during', 'the', 'where', 'he', 'and', 'with', 'the']",8,0.36,
Sentence 64,22,"['hit', 'well', 'time', ',', 'eventually', 'joined', 'forces', 'create', 'Queen', '+', 'Adam', 'Lambert', '.']",13,"['They', 'it', 'off', 'so', 'at', 'the', 'that', 'the', 'to']",9,0.41,
Sentence 65,17,"['outfit', 'successfully', 'toured', 'world', 'bringing', 'life', 'band', '’', 'rich', 'catalog', '.']",11,"['The', 'has', 'the', 'to', 'the', 's']",6,0.35,
Sentence 66,24,"['Adam', 'walks', 'fine', 'line', 'honoring', 'late', 'Freddie', 'Mercury', '’', 'legacy', ',', 'putting', 'stamp', 'songs', '.']",15,"['the', 'of', 'the', 's', 'while', 'his', 'own', 'on', 'the']",9,0.38,
Sentence 67,12,"['Adam', 'Queen', 'touring', 'United', 'States', 'fall', '.']",7,"['and', 'will', 'be', 'the', 'this']",5,0.42,
Sentence 68,24,"['Adam', '’', 'high', 'octane', 'performance', ',', 'shared', 'Ryan', 'returns', 'American', 'Idol', 'time', 'time', '.']",14,"['After', 's', 'he', 'with', 'about', 'why', 'he', 'to', 'and', 'again']",10,0.42,
Sentence 69,20,"['Adam', 'tall', 'platform', 'boots', ',', 'Ryan', 'jokingly', 'stood', 'box', 'interview', '.']",11,"['was', 'so', 'in', 'his', 'that', 'on', 'a', 'to', 'him']",9,0.45,
Sentence 70,13,"['Adam', 'said', ',', '“', 'owe', 'Idol', 'big', 'debt', 'gratitude', '.']",10,"['I', 'a', 'of']",3,0.23,
Sentence 71,22,"['’', 'Idol', '’', 'think', '’', 'right', '.']",7,"['If', 'it', 'weren', 't', 'for', 'I', 'don', 't', 'I', 'd', 'be', 'here', 'with', 'you', 'now']",15,0.68,
Sentence 72,13,"['’', 'think', '’', 'touring', 'world', '.']",6,"['I', 'don', 't', 'I', 'd', 'be', 'the']",7,0.54,
Sentence 73,37,"['launched', 'everything', ',', '’', 'greatful', '!', '”', 'Indeed', ',', 'Adam', 'fronting', 'iconic', 'classic', 'rock', 'group', 'Queen', ',', 'touring', 'world', 'singing', 'band', '’', 'catalog', '.']",24,"['It', 'for', 'me', 'and', 'I', 'm', 'so', 'is', 'now', 'the', 'the', 'the', 's']",13,0.35,
Sentence 74,22,"['initially', 'met', 'Sir', 'Brian', 'May', 'American', 'Idol', 'finale', ',', 'Kris', 'Allen', 'performed', 'band', '.']",14,"['He', 'during', 'the', 'where', 'he', 'and', 'with', 'the']",8,0.36,
Sentence 75,22,"['hit', 'well', 'time', ',', 'eventually', 'joined', 'forces', 'create', 'Queen', '+', 'Adam', 'Lambert', '.']",13,"['They', 'it', 'off', 'so', 'at', 'the', 'that', 'the', 'to']",9,0.41,
Sentence 76,17,"['outfit', 'successfully', 'toured', 'world', 'bringing', 'life', 'band', '’', 'rich', 'catalog', '.']",11,"['The', 'has', 'the', 'to', 'the', 's']",6,0.35,
Sentence 77,24,"['Adam', 'walks', 'fine', 'line', 'honoring', 'late', 'Freddie', 'Mercury', '’', 'legacy', ',', 'putting', 'stamp', 'songs', '.']",15,"['the', 'of', 'the', 's', 'while', 'his', 'own', 'on', 'the']",9,0.38,
Sentence 78,12,"['Adam', 'Queen', 'touring', 'United', 'States', 'fall', '.']",7,"['and', 'will', 'be', 'the', 'this']",5,0.42,
Sentence 79,28,"['Voice', '23', 'Playoffs', ':', 'Sister', 'Act', 'Sorelle', 'Sing', 'Etta', 'James', 'Voice', '’', 'Blake', 'Shelton', 'Honored', 'Walk', 'Fame', 'Star', 'Copyright', '©', '2005-2021']",21,"['The', 'The', 's', 'To', 'Be', 'with', 'of']",7,0.25,
