Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 11,14,"['approved', 'FDIC', 'Florida', 'Office', 'Financial', 'Regulation', '.']",7,"['It', 'was', 'by', 'the', 'and', 'the', 'of']",7,0.5,
Sentence 12,20,"['Last', 'year', 'published', 'first', 'annual', 'Impact', 'Report', 'publicly', 'outlining', 'efforts', 'toward', 'environmental', 'protection', 'social', 'causes', '.']",16,"['we', 'our', 'our', 'and']",4,0.2,
Sentence 13,31,"['terms', 'governance', ',', 'Climate', 'First', 'Bank', '“', 'contra-mission', 'exclusionary', 'list', '”', 'ensure', 'stays', 'true', 'founding', 'principles', 'aligns', 'stakeholders', '’', 'expectations', '.']",21,"['In', 'of', 'has', 'a', 'to', 'it', 'to', 'our', 'and', 'with']",10,0.32,
Sentence 14,29,"['list', 'outlines', 'extractive', 'exploitative', 'industries', 'bank', 'may', 'never', 'business', ',', 'including', 'weapons', ',', 'dirty', 'energy', '(', 'coal', ',', 'nuclear', ',', 'fracking', ',', 'etc', '.']",24,"['This', 'and', 'the', 'do', 'with']",5,0.17,
Sentence 15,8,"[')', ',', 'incarceration', 'punishment', '.']",5,"['and', 'and', 'more']",3,0.38,
Sentence 16,44,"['60', 'world', '’', 'largest', 'banks', 'leveraging', 'consumer', 'deposits', 'pour', '$', '673', 'billion', 'fossil', 'fuels', ',', 'consumers', 'turning', 'ESG-backed', 'institutions', 'like', 'prevent', 'contributing', 'climate', 'crisis', 'social', 'injustices', '.']",27,"['With', 'of', 'the', 's', 'to', 'into', 'more', 'and', 'more', 'are', 'to', 'ours', 'to', 'to', 'the', 'and', 'other']",17,0.39,
Sentence 17,17,"['DeSantis', 'wants', 'weaponize', 'ESG', 'dictate', 'industries', 'choose', 'business', '.']",9,"['But', 'to', 'and', 'which', 'we', 'to', 'do', 'with']",8,0.47,
Sentence 18,53,"['recently', 'passed', 'legislation', 'punishes', 'us', 'denying', 'loans', 'deposits', 'based', 'violations', '“', 'contra', 'mission', 'exclusionary', 'list.', '”', 'Climate', 'First', 'Bank', ',', 'community', 'bank', 'specializing', 'solar', 'energy', ',', 'put', 'position', 'loans', 'expected', 'given', 'industries', 'like', 'fracking', '.']",35,"['The', 'for', 'and', 'on', 'of', 'our', 'a', 'in', 'will', 'now', 'be', 'in', 'a', 'where', 'are', 'to', 'be', 'to']",18,0.34,
Sentence 19,47,"['risk', 'penalties', 'violations', ',', 'Climate', 'First', 'Bank', 'forced', 'make', 'loans', 'dying', ',', 'non-viable', 'dirty', 'industries', 'greatly', 'increase', 'risk', 'also', 'violate', 'overall', 'mission', 'company', 'break', 'promises', 'made', 'stakeholders', '.']",28,"['At', 'the', 'of', 'and', 'will', 'be', 'to', 'to', 'that', 'not', 'only', 'but', 'our', 'as', 'a', 'and', 'the', 'to', 'our']",19,0.4,
Sentence 20,22,"['Moreover', ',', '’', 'unsafe', 'unsound', 'practice', 'us', 'bank', 'industries', 'businesses', 'know', 'nothing', '.']",13,"['it', 's', 'an', 'and', 'for', 'to', 'or', 'we', 'about']",9,0.41,
Sentence 21,18,"['Across', 'America', ',', 'focus', 'businesses', 'administer', 'effective', 'ESG', 'plan', '.']",10,"['there', 'has', 'been', 'a', 'on', 'how', 'can', 'an']",8,0.44,
Sentence 22,15,"['business', 'benefits', 'astronomical', '–', 'primarily', 'aligns', 'socially', 'conscious', 'consumers', '.']",10,"['The', 'are', 'because', 'it', 'with']",5,0.33,
Sentence 23,34,"['’', 'group', '’', 'growing', 'daily', ';', '54', '%', 'consumers', 'surveyed', '2021', 'said', 'likely', 'loyal', 'brand', 'sustainable/ethical', 'business', 'practices', '.']",19,"['It', 's', 'a', 'that', 's', 'of', 'in', 'they', 'were', 'more', 'to', 'be', 'to', 'a', 'with']",15,0.44,
Sentence 24,22,"['Consumers', 'voting', 'wallets', 'aiming', 'make', 'world', 'better', 'place', 'loyalty', 'ESG-focused', 'companies', '.']",12,"['are', 'with', 'their', 'and', 'to', 'the', 'a', 'through', 'their', 'to']",10,0.45,
Sentence 25,31,"['comes', 'risk', 'management', ',', 'cost', 'reduction', ',', 'care', 'environment', ',', 'adapting', 'ever-changing', 'market', ',', 'following', 'ESG', 'plan', 'answer', '.']",19,"['When', 'it', 'down', 'to', 'for', 'the', 'and', 'to', 'the', 'an', 'is', 'the']",12,0.39,
Sentence 26,18,"['day', 'one', ',', 'Climate', 'First', 'Bank', 'focused', 'making', 'positive', 'difference', 'world', '.']",12,"['From', 'is', 'on', 'a', 'on', 'the']",6,0.33,
Sentence 27,40,"['Floridian', 'unwavering', 'belief', 'capitalism', ',', 'democracy', 'patriotism', ',', 'believe', '’', 'duty', 'take', 'care', 'communities', ',', 'people', ',', 'wildlife', ',', 'waterways', ',', 'renewable', 'resources', 'surrounding', 'us', '.']",26,"['As', 'a', 'with', 'an', 'in', 'and', 'I', 'it', 's', 'our', 'to', 'of', 'the', 'and']",14,0.35,
Sentence 28,18,"['work', 'businesses', 'consumers', 'throughout', 'Florida', 'also', 'passionate', 'ESG', 'good', '.']",10,"['We', 'with', 'and', 'who', 'are', 'about', 'and', 'doing']",8,0.44,
Sentence 29,12,"['something', 'continue', 'see', 'rising', 'interest', '.']",6,"['This', 'is', 'we', 'to', 'a', 'in']",6,0.5,
Sentence 30,29,"['doubt', 'mind', 'legislation', 'targeting', '“', 'woke', 'capital', '”', 'deeply', 'detrimental', 'impact', 'Florida', 'residents', ',', 'businesses', 'economy', '.']",17,"['There', 'is', 'no', 'in', 'my', 'that', 'this', 'will', 'have', 'a', 'on', 'and']",12,0.41,
Sentence 31,12,"['ESG', '’', 'goal', 'foster', 'positive', 'change', 'longevity', '.']",8,"['s', 'is', 'to', 'and']",4,0.33,
Sentence 32,37,"['punishing', 'people', 'businesses', 'trying', 'good', 'like', 'drive', 'climate', 'change', ',', 'DeSantis', 'condemning', 'us', 'toxic', 'future', 'corporations', 'continue', 'operate', 'expense', 'communities', 'environment', '.']",22,"['By', 'and', 'to', 'do', 'against', 'is', 'to', 'a', 'where', 'to', 'at', 'the', 'of', 'our', 'and']",15,0.41,
Sentence 33,48,"['Ken', 'LaRoe', 'leader', 'field', 'ethical', 'banking', ',', 'founder', 'Florida', 'Choice', 'Bank', 'First', 'GREEN', 'Bank', 'created', 'Climate', 'First', 'Bank', '2021', 'mission', 'drawdown', 'atmospheric', 'carbon', 'dioxide', 'investing', 'accelerating', 'clean', 'energy', 'transition', '.']",30,"['is', 'a', 'in', 'the', 'of', 'and', 'of', 'and', 'He', 'then', 'in', 'with', 'a', 'to', 'by', 'in', 'and', 'the']",18,0.38,
Sentence 34,10,"['Sign', 'email', 'newsletters', 'Copyright', '©', '2023', 'Orlando', 'Sentinel']",8,"['up', 'for']",2,0.2,
