Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 12,18,"['(', 'Disney', 'said', 'hated', 'development', 'surrounded', 'California', 'park', '.', ')']",10,"['was', 'to', 'have', 'some', 'of', 'the', 'that', 'his']",8,0.44,
Sentence 13,20,"['time', ',', 'Florida', '’', 'yet', 'exploded', ',', 'population-wise', ',', 'state', 'know', 'today', '.']",13,"['At', 'the', 'hadn', 't', 'into', 'the', 'we']",7,0.35,
Sentence 14,14,"['greater', 'Los', 'Angeles', 'area', 'people', 'every', 'Florida', 'county', 'combined', '.']",10,"['The', 'had', 'more', 'than']",4,0.29,
Sentence 15,25,"['result', ',', 'Disney', 'able', 'make', 'big', 'upfront', 'demands', 'state—and', 'reasonably', 'expected', 'eager', 'local', 'government', 'give', '.']",16,"['As', 'a', 'was', 'to', 'of', 'the', 'the', 'to', 'in']",9,0.36,
Sentence 16,11,"['grand', 'plan', '’', 'sprawling', 'resorts', '.']",6,"['His', 'wasn', 't', 'just', 'about']",5,0.45,
Sentence 17,58,"['wanted', 'build', 'experimental', 'planned', 'city', ',', 'utopian', 'company', 'town', 'would', 'serve', '“', 'blueprint', 'future', ',', '”', 'residents', 'would', 'test', 'new', 'products', ',', 'one', 'would', 'unemployed', ',', 'city', '’', 'climate-controlled', 'center', 'would', 'cater', 'pedestrians', 'could', 'ferried', 'monorail', '.']",37,"['He', 'to', 'an', 'a', 'that', 'as', 'a', 'for', 'the', 'where', 'out', 'no', 'be', 'and', 'the', 's', 'to', 'who', 'be', 'about', 'by']",21,0.36,
Sentence 18,11,"['Disney', 'called', 'plan', 'Experimental', 'Prototype', 'Community', 'Tomorrow', '.']",8,"['this', 'the', 'of']",3,0.27,
Sentence 19,44,"['ensure', 'could', 'enact', 'vision', 'without', 'lot', 'red', 'tape', ',', 'stipulated', 'kinds', 'rights', 'land', 'without', 'knowing', '’', 'ever', 'need', ',', 'aware', 'would', 'never', 'greater', 'negotiating', 'power', '.']",26,"['To', 'he', 'his', 'a', 'of', 'he', 'all', 'of', 'to', 'the', 'if', 'he', 'd', 'them', 'that', 'he', 'again', 'have']",18,0.41,
Sentence 20,33,"['Experimental', 'Prototype', 'Community', 'Tomorrow—EPCOT', 'short—is', 'Epcot', 'park', 'know', 'today', ',', 'though', 'amusement', 'park', 'shares', 'idealized', 'planned', 'city', '’', '(', 'nostalgic', ')', 'futurism', '.']",23,"['This', 'of', 'for', 'not', 'the', 'we', 'the', 'the', 's', 'now']",10,0.3,
Sentence 21,33,"['EPCOT', 'never', 'built', 'meant', 'real', 'town—and', 'become', 'realized', ',', 'Walt', 'Disney', 'Company', 'needed', 'authority', 'develop', 'run', 'town', '.']",18,"['The', 'that', 'was', 'was', 'to', 'be', 'a', 'for', 'that', 'to', 'the', 'the', 'to', 'and', 'a']",15,0.45,
Sentence 22,27,"[',', 'Florida', 'granted', 'Disney', 'right', 'everything', 'needed', 'make', 'happen', ',', 'including', 'controlling', 'zoning', 'regulations', 'offering', 'public', 'services', '.']",18,"['So', 'the', 'to', 'do', 'it', 'to', 'that', 'and', 'and']",9,0.33,
Sentence 23,34,"['Walt', 'Disney', '’', 'death', 'cited', 'reason', 'city', 'never', 'came', ',', 'Disney', 'Company', '’', 'hold', 'zoning', ',', 'regulations', ',', 'public', 'services', 'remained', '.']",22,"['s', 'is', 'as', 'the', 'the', 'to', 'be', 'but', 'the', 's', 'on', 'and']",12,0.35,
Sentence 24,10,"['’', 'Disney', '’', 'story', ',', 'anyway', '.']",7,"['That', 's', 's']",3,0.3,
Sentence 25,30,"['Richard', 'Foglesong', ',', 'former', 'professor', 'Rollins', 'College', 'author', 'Married', 'Mouse', ':', 'Walt', 'Disney', 'World', 'Orlando', ',', 'says', '’', 'fabrication', '.']",20,"['a', 'at', 'and', 'of', 'to', 'the', 'and', 'it', 's', 'a']",10,0.33,
Sentence 26,28,"['Disney', '’', 'self-governing', 'district', ',', 'associated', 'resorts', 'water', 'parks', 'sports', 'fields', 'shopping', 'centers', ',', 'eventually', 'grew', 'enormous', 'size', '.']",19,"['s', 'with', 'all', 'its', 'and', 'and', 'and', 'to', 'an']",9,0.32,
Sentence 27,20,"['though', 'never', 'developed', 'cities', 'future', ',', 'area', 'held', 'self-governing', 'privileges', '.']",11,"['And', 'it', 'any', 'of', 'the', 'the', 'on', 'to', 'its']",9,0.45,
Sentence 28,40,"['Foglesong', 'reporting', '2001', 'book', ',', 'traces', 'Disney', '’', 'use', 'government', 'immunities', 'relationship', 'surrounding', 'area', ',', 'dug', 'Disney', '’', 'archives', ',', 'poring', 'company', 'documents', 'memos', '.']",25,"['While', 'was', 'his', 'which', 's', 'of', 'its', 'and', 'with', 'the', 'he', 'into', 's', 'over', 'and']",15,0.38,
Sentence 29,35,"['Instead', 'evidence', 'serious', 'plans', 'development', 'idealized', 'city', ',', 'found', 'warning', 'lawyer', 'development', 'could', 'threaten', 'Disney', '’', 'control', 'land', '.']",19,"['of', 'of', 'for', 'the', 'of', 'an', 'he', 'a', 'from', 'a', 'that', 'such', 'a', 's', 'of', 'the']",16,0.46,
Sentence 30,24,"['real', 'residents', ',', 'would', 'able', 'elect', 'local', 'government', 'establish', 'external', 'control', 'Disney', 'feared', '.']",14,"['If', 'there', 'were', 'they', 'be', 'to', 'a', 'and', 'the', 'that']",10,0.42,
Sentence 31,53,"['Looking', 'two-page', 'memo', 'development', 'plans', ',', 'Foglesong', 'recalled', 'interview', ',', 'saw', '“', 'someone', 'written', 'inch-high', 'letters.', '”', '“', 'took', 'memo', 'archivist', 'Disney', 'Archives', ',', 'asked', 'whose', 'comments', ',', '”', 'Foglesong', 'said', '.']",32,"['at', 'that', 'about', 'the', 'in', 'an', 'he', 'that', 'had', 'NO', 'in', 'I', 'that', 'to', 'the', 'in', 'the', 'and', 'I', 'these', 'were']",21,0.4,
Sentence 32,100,"['“', 'archivist', 'said', ',', '‘', '’', 'Walt', 'Disney', '’', 'comment.', '’', 'Every', 'place', 'memo', 'attorney', 'referred', 'property', 'real', 'residents', ',', 'Walt', 'Disney', 'written', ',', 'lines', ',', '‘', 'temporary', 'residents/tourists.', '’', ',', 'planning', 'memo', ',', 'Walt', 'telling', 'attorney', ',', '‘', '’', 'going', 'build', 'place', 'residents.', '’', '”', 'story', 'Walt', 'Disney', '’', 'dream', 'city', ',', 'people', 'know', 'today', ',', 'comes', 'movie', 'company', 'put', '1967', '.']",63,"['The', 'That', 's', 's', 'in', 'the', 'where', 'the', 'to', 'the', 'of', 'had', 'between', 'the', 'So', 'in', 'this', 'is', 'the', 'We', 're', 'not', 'to', 'a', 'with', 'The', 'of', 's', 'as', 'most', 'about', 'it', 'through', 'a', 'the', 'out', 'in']",37,0.37,
Sentence 33,43,"['film', ',', 'Disney', 'Company', 'played', 'Florida', 'Legislature', 'twice', 'year', 'afterwards', 'NBC', 'channels', 'throughout', 'state', ',', 'shows', 'delightful', 'vision', 'happy', ',', 'utopian', 'city', ',', 'narrated', 'recently', 'deceased', 'Walt', '.']",28,"['The', 'which', 'the', 'for', 'the', 'that', 'and', 'then', 'on', 'the', 'a', 'of', 'a', 'by', 'the']",15,0.35,
Sentence 34,36,"['(', 'Foglesong', 'noted', ',', 'Walt', '’', 'death', 'movie', '’', 'airing', 'also', 'contradicts', 'company', '’', 'claim', 'man', '’', 'death', 'scuttled', 'project', '.', ')']",22,"['As', 's', 'before', 'the', 's', 'the', 's', 'that', 'it', 'was', 'the', 's', 'that', 'the']",14,0.39,
Sentence 35,20,"['film', 'promised', 'city', 'would', 'house', '25,000', 'people—a', 'town', 'called', 'EPCOT', ',', 'populated', 'real', 'residents', '.']",15,"['The', 'a', 'that', 'some', 'by']",5,0.25,
Sentence 36,10,"['“', 'never', 'true', ',', '”', 'Foglesong', 'said', '.']",8,"['That', 'was']",2,0.2,
Sentence 37,22,"['“', 'company', '’', 'intend', 'that.', '”', ',', 'say', 'anything', 'city', '?']",11,"['The', 'didn', 't', 'to', 'do', 'So', 'why', 'about', 'a', 'at', 'all']",11,0.5,
Sentence 38,52,"['Disney', ',', 'even', 'immense', 'power', 'Florida', ',', 'still', 'abide', 'certain', 'limits', 'Florida', 'law', ',', 'mandated', 'order', 'government', 'exercise', 'planning', 'zoning', 'authority', 'execute', 'building', 'inspections', ',', 'something', 'called', 'general-purpose', 'local', 'government', '.']",31,"['with', 'its', 'in', 'had', 'to', 'by', 'of', 'which', 'that', 'in', 'for', 'a', 'to', 'its', 'and', 'and', 'it', 'had', 'to', 'be', 'a']",21,0.4,
Sentence 39,17,"['(', 'kind', 'government', ',', 'special-purpose', 'government', ',', 'includes', 'entities', 'like', 'airport', 'authorities', '.', ')']",14,"['The', 'other', 'of']",3,0.18,
Sentence 40,22,"['Disney', 'wanted', 'run', 'land', 'like', 'general-purpose', 'government', ',', 'much', 'way', 'cities', 'like', 'Orlando', 'run', 'today', '.']",16,"['to', 'its', 'a', 'in', 'the', 'are']",6,0.27,
Sentence 41,10,"['promised', 'real', 'city', 'real', 'residents', '.']",6,"['So', 'it', 'a', 'with']",4,0.4,
Sentence 42,7,"['simply', 'never', 'followed', '.']",4,"['Then', 'it', 'through']",3,0.43,
Sentence 43,16,"['“', '’', 'dishonest', ',', '’', 'ingenious', ',', '”', 'Foglesong', 'said', '.']",11,"['It', 's', 'but', 'it', 's']",5,0.31,
Sentence 44,48,"['“', '’', 'long', 'history', 'Florida', 'big', 'developer', 'coming', 'town', ',', 'asking', 'lot', 'county', 'state', 'government', ',', 'making', 'promises', ',', 'carrying', 'said', '’', 'build', ',', '”', 'added', '.']",27,"['There', 's', 'a', 'in', 'of', 'a', 'to', 'for', 'a', 'from', 'the', 'and', 'and', 'not', 'through', 'on', 'what', 'they', 'they', 'd', 'he']",21,0.44,
Sentence 45,21,"['“', 'makes', 'little', 'remarkable', '’', 'beloved', 'Walt', 'Disney', 'Company', 'telling', 'untruth', '.']",12,"['What', 'this', 'a', 'more', 'is', 'it', 's', 'the', 'this']",9,0.43,
Sentence 46,47,"['’', 'big', 'scale.', '”', 'Technically', ',', 'towns', 'Buena', 'Vista', 'Bay', 'Lake', ',', 'sit', 'within', 'Disney', '’', 'self-governing', 'district', ',', 'permanent', 'residents—which', 'allows', 'small', 'degree', 'self-governance', 'within', 'district', '.']",28,"['And', 'it', 's', 'at', 'such', 'a', 'the', 'of', 'and', 'both', 'of', 'which', 's', 'do', 'have', 'for', 'some', 'of', 'the']",19,0.4,
Sentence 47,11,"['towns', 'city', 'council', 'elect', 'mayor', '.']",6,"['Both', 'have', 'a', 'and', 'a']",5,0.45,
Sentence 48,10,"['residents', '’', 'random', 'people', '.']",5,"['But', 'the', 'aren', 't', 'just']",5,0.5,
Sentence 49,11,"['’', 'long-term', ',', 'management-level', 'employees', 'company', '.']",7,"['They', 're', 'of', 'the']",4,0.36,
Sentence 50,30,"['senior', 'eligible', 'labor', 'unions', 'personally', 'invested', 'company', 'anything', 'counter', 'business', 'interests', ',', 'residents', 'essentially', 'Disney', 'stand-ins', '.']",17,"['Too', 'to', 'be', 'for', 'and', 'too', 'in', 'the', 'to', 'do', 'to', 'these', 'are']",13,0.43,
Sentence 51,16,"['Disney', 'count', 'anything', 'company', '’', 'want', '.']",7,"['can', 'on', 'them', 'to', 'not', 'do', 'the', 'doesn', 't']",9,0.56,
Sentence 52,20,"['years', ',', 'Disney', 'done', 'everything', 'retain', 'control', 'Reedy', 'Creek', 'Improvement', 'District', '.']",12,"['Over', 'the', 'has', 'it', 'can', 'to', 'of', 'the']",8,0.4,
Sentence 53,15,"['(', 'area', 'recently', 'renamed', 'Central', 'Florida', 'Tourism', 'Oversight', 'District', 'Gov', '.']",11,"['The', 'was', 'the', 'by']",4,0.27,
Sentence 54,7,"['DeSantis', '’', 'newly', 'installed', 'board', '.', ')']",7,[],0,0.0,
Sentence 55,9,"['quirks', 'history', '.']",3,"['But', 'there', 'are', 'some', 'to', 'that']",6,0.67,
Sentence 56,53,"['example', ',', 'zoom', 'looking', 'map', 'area', ',', '’', 'notice', 'something', 'else', 'district', 'seems', 'strange', ':', '’', 'twisted', 'arm', 'unincorporated', 'land', 'surrounds', 'large', 'chunk', 'populated', 'land', 'outside', 'district', '’', 'control', '.']",30,"['For', 'if', 'you', 'out', 'while', 'at', 'a', 'of', 'the', 'you', 'll', 'about', 'the', 'that', 'There', 's', 'a', 'of', 'that', 'a', 'of', 'the', 's']",23,0.43,
Sentence 57,33,"['gap', 'district', ',', 'turns', ',', 'taken', 'mostly', 'community', 'Celebration', ',', 'Florida', ',', 'people', 'Disney', 'higher-ups', 'live', 'year-round', '.']",18,"['This', 'in', 'the', 'it', 'out', 'is', 'up', 'by', 'the', 'of', 'where', 'who', 'are', 'not', 'just']",15,0.45,
Sentence 58,7,"['Disney', 'used', 'land', '.']",4,"['to', 'own', 'this']",3,0.43,
Sentence 59,37,"['developed', 'need', 'cash', ',', 'residents', 'could', 'move', ',', 'de-annexed', 'area', ',', 'shunting', 'Celebration', 'unincorporated', 'Osceola', 'County', ',', 'governs', 'town', '.']",20,"['But', 'it', 'it', 'when', 'it', 'was', 'in', 'of', 'and', 'before', 'any', 'in', 'the', 'into', 'which', 'now', 'the']",17,0.46,
Sentence 60,13,"['According', 'Foglesong', ',', 'Disney', '’', 'long', 'game', 'paid', '.']",9,"['to', 's', 'has', 'off']",4,0.31,
Sentence 61,50,"['company', '’', 'developed', 'nuclear', 'power', 'plant', 'distillery', 'land', ',', 'right', ',', 'benefited', 'greatly', 'able', 'plan', 'zone', 'act', 'inspector', 'public', 'services', 'provider', '.']",22,"['While', 'the', 'hasn', 't', 'a', 'or', 'on', 'its', 'as', 'it', 'had', 'the', 'to', 'do', 'it', 'has', 'from', 'being', 'to', 'and', 'on', 'its', 'own', 'and', 'as', 'its', 'own', 'and']",28,0.56,
Sentence 62,26,"['(', 'Technically', '’', 'Reedy', 'Creek', 'Improvement', 'District', ',', 'Disney', 'company', ',', 'power', 'things', '.', ')']",15,"['it', 's', 'the', 'not', 'the', 'that', 'had', 'the', 'to', 'do', 'these']",11,0.42,
Sentence 63,41,"['matters', 'lot', 'talking', ',', 'say', ',', 'inspection', '189-foot-tall', 'castle', 'made', 'fiberglass', ':', 'fiberglass', 'castle', 'Reedy', 'Creek', ',', 'county', 'Florida', 'authority', 'building', 'code', '.']",23,"['This', 'a', 'when', 'about', 'the', 'of', 'a', 'out', 'of', 'Because', 'the', 'is', 'in', 'no', 'in', 'had', 'over', 'the']",18,0.44,
Sentence 64,28,"['freedom', 'massive', 'scale', 'saved', 'Disney', 'enormous', 'amount', 'money', ',', 'also', 'allowed', 'company', 'get', 'edge', 'competitors', '.']",16,"['This', 'on', 'a', 'an', 'of', 'but', 'it', 'the', 'to', 'an', 'over', 'its']",12,0.43,
Sentence 65,36,"['According', 'Foglesong', ',', 'Universal', 'announced', 'plans', 'movie-themed', 'park', 'well', 'Disney', ',', 'Disney', 'able', 'complete', 'Hollywood', 'Studios', 'almost', 'year', 'Universal', 'Studios', 'Florida', 'opened', 'Orlando', '.']",24,"['to', 'its', 'for', 'a', 'before', 'did', 'but', 'was', 'to', 'a', 'before', 'in']",12,0.33,
Sentence 66,53,"['urgent', 'Disney', 'continue', 'expand', 'innovate—according', 'Foglesong', ',', 'Disney', 'World', '’', 'tourists', 'repeat', 'visitors', 'could', 'theoretically', 'tire', 'old', 'attractions—it', 'desperately', 'wants', 'continue', 'able', 'add', 'rides', 'make', 'changes', 'nimbly', 'without', 'oversight', '.']",30,"['And', 'because', 'it', 'is', 'that', 'to', 'and', 'to', 'most', 'of', 's', 'are', 'who', 'of', 'the', 'same', 'to', 'to', 'be', 'to', 'and', 'these', 'and']",23,0.43,
Sentence 67,37,"['DeSantis', 'likely', 'knows', ',', '’', 'power', 'makes', 'believe', 'allies', 'could', 'use', 'red', 'tape', 'cudgel', 'try', 'force', 'Disney', 'changing', 'policies', '.']",20,"['this', 'and', 'it', 's', 'this', 'that', 'some', 'that', 'he', 'and', 'his', 'as', 'a', 'to', 'to', 'into', 'its']",17,0.46,
Sentence 68,9,"['’', 'dangerous', 'situation', 'Disney', '.']",5,"['It', 's', 'a', 'for']",4,0.44,
Sentence 69,9,"['’', 'also', 'dangerous', 'Florida', '.']",5,"['But', 'it', 's', 'for']",4,0.44,
Sentence 70,36,"['“', 'governor', 'gives', 'people', 'ability', 'slow', 'construction', 'park', 'maybe', 'stop', 'construction', ',', '’', 'holding', 'knife', 'throat', ',', '”', 'Foglesong', 'said', '.']",21,"['When', 'the', 'his', 'the', 'to', 'down', 'on', 'the', 'and', 'he', 's', 'a', 'to', 'his', 'own']",15,0.42,
Sentence 71,44,"['could', 'hurt', 'tourism', ',', '“', 'would', 'bad', 'Florida.', '”', '“', 'Never', 'would', 'thought', 'governor', 'state', 'Florida', 'would', 'threaten', 'Walt', 'Disney', 'Company', ',', 'least', 'Republican', 'governor', ',', '”', 'Foglesong', 'added', '.']",30,"['It', 'which', 'be', 'for', 'I', 'have', 'a', 'in', 'the', 'of', 'the', 'of', 'all', 'a']",14,0.32,
Sentence 72,39,"['“', 'Republicans', 'supposed', 'pro-business', ',', 'biggest', 'business', 'state', 'Florida.', '”', 'Foglesong', 'opposed', 'DeSantis', ',', 'least', 'terms', 'practical', 'outcomes', '.']",19,"['are', 'to', 'be', 'and', 'this', 'is', 'the', 'in', 'the', 'of', 'But', 'is', 'not', 'to', 'what', 'is', 'doing', 'at', 'in', 'of']",20,0.51,
Sentence 73,41,"['pointed', 'fees', 'Disney', 'wormed', 'way', 'paying', 'decades—fees', 'could', 'pay', 'widened', 'roads', 'law', 'enforcement', 'needed', 'handle', 'traffic', 'tourism', 'brought', 'area', 'Disney', 'World', '.']",22,"['He', 'to', 'the', 'that', 'has', 'its', 'out', 'of', 'for', 'that', 'for', 'and', 'to', 'the', 'and', 'to', 'the', 'because', 'of']",19,0.46,
Sentence 74,21,"['“', 'believe', '’', 'appropriate', 'take', 'powers', 'away', 'Disney', 'ill-gotten', ',', '”', 'Foglesong', 'said', '.']",14,"['I', 'it', 's', 'to', 'from', 'that', 'were']",7,0.33,
Sentence 75,24,"['DeSantis', 'trying', '“', 'wrong', 'reasons.', '”', 'Slate', 'published', 'Slate', 'Group', ',', 'Graham', 'Holdings', 'Company', '.']",15,"['But', 'is', 'it', 'for', 'the', 'is', 'by', 'The', 'a']",9,0.38,
