Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 11,57,"['WATCH', 'FOX', 'NEWS', 'DIGITAL', 'ORIGINALS', 'San', 'Francisco', 'Unified', 'School', 'District', '(', 'SFUSD', ')', 'started', 'policy', '2014-2015', 'school', 'year', 'prohibited', 'students', 'taking', 'algebra', 'ninth', 'grade', 'address', 'high', 'failure', 'rates', 'large', 'racial', 'gaps', 'student', 'enrollment', 'higher-level', 'math', 'courses', ',', 'particularly', 'Advanced', 'Placement', 'statistics', 'calculus', '.']",43,"['MORE', 'HERE', 'a', 'in', 'the', 'that', 'from', 'I', 'until', 'to', 'and', 'in', 'in', 'and']",14,0.25,
Sentence 12,29,"['Wright', ',', 'whose', 'think', 'tank', 'focuses', 'education', 'policy', ',', 'said', 'move', 'led', 'higher', 'income', 'families', 'investing', 'tutors', 'expensive', 'online', 'courses', '.']",21,"['But', 'on', 'the', 'just', 'to', 'some', 'in', 'and']",8,0.28,
Sentence 13,24,"['``', 'parents', 'got', 'around', 'paying', '[', 'supplements', ']', 'putting', 'private', 'schools', ',', ""''"", 'Wright', 'said', '.']",16,"['The', 'just', 'it', 'by', 'for', 'or', 'them', 'into']",8,0.33,
Sentence 14,14,"['``', '’', 'actually', 'improve', 'outcomes', 'less', 'advantaged', 'kids', '.', ""''""]",10,"['It', 'didn', 't', 'for']",4,0.29,
Sentence 15,37,"['SAN', 'FRANCISCO', 'SCHOOL', 'BOARD', 'RECALL', 'PROMPTS', 'MEDIA', 'RECKONING', 'WOKE', 'WEARINESS', ':', '‘', 'PROGRESSIVISM', 'GONE', 'WILD', '’', 'policy', 'led', 'mixed', 'results', ',', 'Stanford', 'University', 'study', 'six', 'student', 'cohorts', 'found', 'March', '.']",30,"['OVER', 'The', 'has', 'to', 'a', 'of', 'in']",7,0.19,
Sentence 16,25,"['Precalculus', 'enrollment', 'increased', ',', 'Black', 'students', 'making', 'largest', 'gains', ',', 'racial', 'gap', 'AP', 'Calculus', 'saw', 'effectively', 'change', '.']",18,"['with', 'up', 'the', 'but', 'the', 'for', 'no']",7,0.28,
Sentence 17,10,"['SFUSD', 'students', 'ca', ""n't"", 'take', 'algebra', 'high', 'school', '.']",9,['until'],1,0.1,
Sentence 18,39,"['(', 'John', 'Paraskevas/Newsday', 'RM', 'via', 'Getty', 'Images', ')', ""''"", 'implement', 'policy', 'claim', 'improves', 'equity', ""n't"", ',', ""'re"", 'closing', 'door', 'policies', 'improve', 'equity', ',', ""''"", 'Wright', 'said', '.']",27,"['Once', 'you', 'a', 'that', 'you', 'but', 'does', 'you', 'the', 'to', 'that', 'do']",12,0.31,
Sentence 19,19,"['Critics', 'argued', 'SFUSD', ""'s"", 'policy', 'hurt', 'advanced', 'students', 'since', 'tightened', 'timeline', 'take', 'calculus', '.']",14,"['that', 'more', 'it', 'their', 'to']",5,0.26,
Sentence 20,23,"['good', 'score', 'AP', 'test', 'help', 'students', 'college', 'acceptance', 'save', 'money', 'since', 'universities', 'offer', 'credits', '.']",15,"['A', 'on', 'an', 'can', 'with', 'and', 'can', 'some']",8,0.35,
Sentence 21,15,"['``', 'direct', 'way', ',', 'harmed', ',', ""''"", 'Wright', 'said', '.']",10,"['In', 'a', 'very', 'this', 'them']",5,0.33,
Sentence 22,20,"['Wright', 'says', 'San', 'Francisco', 'public', 'school', 'system', ""'s"", 'math', 'policy', 'led', 'higher', 'income', 'families', 'pay', 'online', 'courses', '.']",18,"['to', 'for']",2,0.1,
Sentence 23,41,"['(', 'Fox', 'News', 'Digital', ')', 'group', 'parents', 'filed', 'lawsuit', 'SFUSD', 'March', 'alleging', 'math', 'reform', 'denies', 'students', 'advanced', 'courses', 'families', 'ca', ""n't"", 'afford', 'workaround', 'options', ',', 'like', 'expensive', 'online', 'courses', '.']",30,"['A', 'of', 'a', 'against', 'in', 'that', 'the', 'from', 'if', 'their', 'the']",11,0.27,
Sentence 24,11,"['similar', 'lawsuit', 'Palo', 'Alto', 'successful', 'February', '.']",7,"['A', 'against', 'was', 'in']",4,0.36,
Sentence 25,18,"['supporters', 'argue', 'putting', 'students', 'achievement', 'level', 'allows', 'better', 'chances', 'success', '.']",11,"['But', 'that', 'on', 'the', 'same', 'for', 'of']",7,0.39,
Sentence 26,29,"['senior', 'fellow', 'Century', 'Foundation', ',', 'pushes', 'equity', 'education', ',', 'said', 'students', 'lower', 'test', 'scores', 'perform', 'better', 'put', 'higher', 'level', 'courses', '.']",21,"['A', 'at', 'the', 'which', 'in', 'with', 'when', 'in']",8,0.28,
Sentence 27,31,"['SHERIFF', ':', '‘', 'SAFE', 'SCHOOLS', '’', 'INITIATIVE', 'RAVAGED', 'CALIFORNIA', 'DRUG', 'ADDICTION', 'FUELED', 'HOMELESSNESS', 'Yet', 'Wright', 'said', 'SFUSD', ""n't"", '``', 'actually', 'improved', 'education', 'kids', '.', ""''""]",25,"['WITH', 'AND', 'has', 'the', 'for', 'these']",6,0.19,
Sentence 28,20,"['criticized', 'district', 'calling', 'equity', 'policy', 'even', 'though', ""n't"", 'produce', 'clear-cut', 'equitable', 'results', '.']",13,"['He', 'the', 'for', 'it', 'an', 'it', 'did']",7,0.35,
Sentence 29,20,"['SFUSD', 'touts', 'success', 'math', 'policy', 'barring', 'students', 'taking', 'algebra', 'ninth', 'grade', 'improve', 'equity', '.']",14,"['the', 'of', 'their', 'from', 'until', 'to']",6,0.3,
Sentence 30,24,"['(', 'AP', 'Photo/Jeff', 'Chiu', ')', ""''"", '’', 'easy', 'thing', 'instead', 'hard', 'work', ',', ""''"", 'Wright', 'said', '.']",17,"['It', 's', 'doing', 'the', 'of', 'doing', 'the']",7,0.29,
Sentence 31,11,"['``', '’', 'actually', 'benefiting', 'kids', '.', ""''""]",7,"['It', 's', 'not', 'these']",4,0.36,
Sentence 32,34,"['March', ',', 'SFUSD', 'said', 'district', ""'s"", 'math', 'reform', 'seen', '``', 'strengths', 'things', 'need', 'improve', 'moving', 'forward', ',', 'especially', 'center', 'underserved', 'students', '.', ""''""]",23,"['In', 'the', 'has', 'some', 'and', 'some', 'we', 'to', 'to', 'our', 'most']",11,0.32,
Sentence 33,25,"['district', 'committed', '``', 'collecting', 'evidence', 'inform', 'needed', 'improvements', 'mathematics', 'programming', ',', ""''"", 'noted', 'policy', 'made', 'progress', '.']",17,"['The', 'to', 'to', 'in', 'but', 'that', 'the', 'has']",8,0.32,
Sentence 34,40,"['CLICK', 'GET', 'FOX', 'NEWS', 'APP', ""''"", '’', 'taken', 'wide', 'variety', 'kids', 'put', 'single', 'class', 'asked', 'teacher', 'somehow', 'challenge', ',', ""''"", 'Wright', 'said', '.']",23,"['HERE', 'TO', 'THE', 'They', 've', 'a', 'of', 'and', 'them', 'in', 'a', 'and', 'a', 'to', 'all', 'of', 'them']",17,0.42,
Sentence 35,13,"['``', 'lowering', 'ceiling', 'instead', 'raising', 'floor', '.', ""''""]",8,"['It', 'is', 'the', 'of', 'the']",5,0.38,
Sentence 36,10,"['SFUSD', 'respond', 'request', 'comment', '.']",5,"['did', 'not', 'to', 'a', 'for']",5,0.5,
Sentence 37,10,"['watch', 'Wright', ""'s"", 'full', 'interview', ',', 'click', '.']",8,"['To', 'here']",2,0.2,
Sentence 38,8,"['Ramiro', 'Vargas', 'contributed', 'accompanying', 'video', '.']",6,"['to', 'the']",2,0.25,
Sentence 39,12,"['Megan', 'Myers', 'associate', 'producer/writer', 'Fox', 'News', 'Digital', 'Originals', '.']",9,"['is', 'an', 'with']",3,0.25,
Sentence 40,30,"['Get', 'stories', 'need-to-know', 'powerful', 'name', 'news', 'delivered', 'first', 'thing', 'every', 'morning', 'inbox', 'Subscribed', ""'ve"", 'successfully', 'subscribed', 'newsletter', '!']",18,"['all', 'the', 'you', 'from', 'the', 'most', 'in', 'to', 'your', 'You', 'to', 'this']",12,0.4,
Sentence 41,2,"['Factset', '.']",2,[],0,0.0,
Sentence 42,8,"['Powered', 'implemented', 'FactSet', 'Digital', 'Solutions', '.']",6,"['and', 'by']",2,0.25,
Sentence 43,3,"['Legal', 'Statement', '.']",3,[],0,0.0,
Sentence 44,10,"['Mutual', 'Fund', 'ETF', 'data', 'provided', 'Refinitiv', 'Lipper', '.']",8,"['and', 'by']",2,0.2,
