Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 23,40,"['“', '’', 'stop', 'fighting', 'end', 'devastating', 'addiction', 'fossil', 'fuels.', '”', 'natural', 'gas', 'industry', 'pushed', 'back', 'state', '’', 'new', 'law', ',', 'characterizing', 'taking', 'away', 'choices', 'consumers', '.']",26,"['We', 'won', 't', 'until', 'we', 'our', 'to', 'The', 'on', 'the', 's', 'it', 'as', 'for']",14,0.35,
Sentence 24,38,"['“', 'push', 'ban', 'natural', 'gas', 'would', 'raise', 'costs', 'consumers', ',', 'jeopardize', 'environmental', 'progress', 'deny', 'affordable', 'energy', 'underserved', 'populations', ',', '”', 'American', 'Gas', 'Association', 'president', 'CEO', 'Karen', 'Harbert', 'said', 'statement', '.']",30,"['Any', 'to', 'to', 'and', 'to', 'and', 'in', 'a']",8,0.21,
Sentence 25,32,"['One', 'legal', 'expert', 'follows', 'natural', 'gas', 'bans', 'told', 'CNN', 'New', 'York', '’', 'ban', '“', 'potentially', 'big', 'deal', ',', '”', 'could', 'face', 'legal', 'challenges', '.']",24,"['who', 'that', 'while', 's', 'is', 'a', 'very', 'it']",8,0.25,
Sentence 26,33,"['“', 'wonder', 'legal', 'fights', 'going', 'play', ',', '”', 'said', 'Sarah', 'Fox', ',', 'associate', 'law', 'professor', 'Northern', 'Illinois', 'University', 'School', 'Law', '.']",21,"['I', 'do', 'how', 'these', 'are', 'to', 'out', 'over', 'this', 'an', 'at', 'of']",12,0.36,
Sentence 27,20,"['Fox', 'noted', 'California', 'Restaurant', 'Association', 'successfully', 'challenged', 'city', 'Berkeley', '’', 'ban', 'gas', 'stoves', '.']",14,"['that', 'the', 'the', 'of', 's', 'on']",6,0.3,
Sentence 28,14,"['(', 'New', 'York', '’', 'law', 'carves', 'exception', 'restaurants', '.', ')']",10,"['s', 'out', 'an', 'for']",4,0.29,
Sentence 29,23,"['fact', 'New', 'York', 'wields', 'power', 'state', 'could', 'impact', 'legal', 'repercussions', ',', 'Fox', 'added', '.']",14,"['But', 'the', 'that', 'the', 'of', 'a', 'have', 'an', 'on']",9,0.39,
Sentence 30,10,"['Cities', 'tried', 'cut', 'natural', 'gas', 'new', 'homes', '.']",8,"['to', 'from']",2,0.2,
Sentence 31,37,"['GOP', 'gas', 'lobby', 'preemptively', 'quashed', 'effort', '“', 'think', '’', 'huge', 'state', ',', 'New', 'York', 'big-impact', 'state', ',', '”', 'Fox', 'said', '.']",21,"['The', 'and', 'their', 'I', 'it', 's', 'that', 'a', 'is', 'doing', 'it', 'not', 'only', 'because', 'is', 'a']",16,0.43,
Sentence 32,18,"['“', 'takes', 'outside', 'narrative', 'fringe', 'cities', 'passing', 'policies', '.']",9,"['It', 'it', 'of', 'this', 'of', 'these', 'are', 'these', 'these']",9,0.5,
Sentence 33,47,"['becoming', 'mainstream', 'policy', 'state', 'like', 'New', 'York', 'taking', 'on.', '”', 'Fox', 'noted', 'even', 'conservative', 'Supreme', 'Court', ',', 'could', 'ultimately', 'seen', 'purview', 'state', '’', 'right', 'pass', 'laws', '.']",27,"['This', 'is', 'a', 'that', 'a', 'is', 'that', 'with', 'a', 'this', 'be', 'as', 'being', 'the', 'of', 'a', 's', 'to', 'its', 'own']",20,0.43,
Sentence 34,35,"['“', 'think', '’', 'going', 'learn', 'coming', 'months', 'strategic', 'legal', 'problems', 'going', 'present', ',', '”', 'Fox', 'said', '.']",17,"['I', 'we', 're', 'to', 'in', 'the', 'about', 'how', 'you', 'have', 'to', 'be', 'about', 'where', 'those', 'are', 'to', 'themselves']",18,0.51,
Sentence 35,51,"['addition', 'banning', 'natural', 'gas', ',', 'New', 'York', '’', 'budget', 'deal', 'pushes', 'climate', 'change', 'efforts', ',', 'including', 'creating', 'publicly', 'owned', 'renewable', 'energy', 'projects', 'would', 'create', 'green', 'jobs', 'well', 'cap-and-invest', 'program', 'would', 'make', 'companies', 'higher', 'carbon', 'footprint', 'purchase', 'permits', 'pollute', '.']",39,"['In', 'to', 's', 'other', 'that', 'as', 'as', 'a', 'that', 'with', 'a', 'to']",12,0.24,
Sentence 36,18,"['revenue', 'cap-and-invest', 'program', 'raises', 'would', 'go', 'toward', 'initiatives', 'offset', 'impact', 'planet-warming', 'pollution', '.']",13,"['The', 'the', 'that', 'the', 'of']",5,0.28,
Sentence 37,33,"['’', 'three', 'years', 'since', 'New', 'York', 'implemented', 'landmark', 'climate', 'law', ',', 'Climate', 'Leadership', 'Community', 'Protection', 'Act', ',', 'commits', 'state', 'net-zero', 'emissions', '2050', '.']",23,"['It', 's', 'been', 'its', 'the', 'and', 'that', 'the', 'to', 'by']",10,0.3,
Sentence 38,53,"['year', ',', 'state', 'adds', 'roughly', '250,000', 'metric', 'tons', 'planet-warming', 'pollution', 'tens', 'thousands', 'new', 'homes', 'buildings', 'built', 'gas', 'installations', ',', 'according', 'analysis', 'Rocky', 'Mountain', 'Institute', ',', 'non-profit', 'organization', 'advocates', 'transition', 'clean', 'energy', '.']",32,"['But', 'each', 'the', 'of', 'from', 'the', 'of', 'of', 'and', 'that', 'are', 'with', 'to', 'an', 'by', 'the', 'a', 'that', 'for', 'the', 'to']",21,0.4,
Sentence 39,24,"['Zielinski', 'also', 'noted', 'New', 'York', 'Power', 'Authority', 'working', 'plans', 'decarbonize', '15', 'state', 'facilities', 'greenhouse', 'gas', 'emissions', '.']",17,"['the', 'is', 'on', 'to', 'with', 'the', 'most']",7,0.29,
Sentence 40,46,"['plans', '“', 'accelerate', 'progress', 'towards', 'cleaner', 'building', 'sector', ',', 'support', 'creation', 'high-quality', 'jobs', 'future', 'decarbonization', 'projects', 'including', 'thermal', 'energy', 'networks', ',', 'move', 'State', 'closer', 'reaching', 'climate', 'goals', ',', '”', 'Zielinski', 'said', 'statement', '.']",33,"['The', 'will', 'our', 'a', 'the', 'of', 'at', 'and', 'the', 'to', 'our', 'in', 'a']",13,0.28,
Sentence 41,9,"['story', 'updated', 'additional', 'information', '.']",5,"['This', 'has', 'been', 'with']",4,0.44,
