Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 12,21,"['’', 'intent', 'finding', 'whoever', 'wrong', 'getting', 'jump', 'Pump', 'Rules', 'season', 'finale', '.']",12,"['They', 're', 'on', 'did', 'them', 'by', 'the', 'on', 'the']",9,0.43,
Sentence 13,16,"['Sources', 'advised', 'whistle-blower', 'reality', 'television', '’', 'difficult', 'locate', '.']",9,"['have', 'the', 'of', 'won', 't', 'be', 'to']",7,0.44,
Sentence 14,22,"['Bravo', '“', 'actively', 'looking', 'leak', '”', 'genius', 'released', '“', 'wrong', 'version', '”', 'preview', '.']",14,"['is', 'into', 'the', 'because', 'this', 'the', 'of', 'the']",8,0.36,
Sentence 15,41,"['mess-up', '“', 'makes', 'easier', 'trace', 'back', 'culprit.', '”', 'Obviously', ',', 'network', 'placed', 'precarious', 'position', 'stuff', 'made', 'social', 'media', 'went', 'ahead', 'released', 'official', 'trailer', '.']",24,"['The', 'it', 'to', 'to', 'the', 'the', 'was', 'in', 'a', 'after', 'this', 'it', 'to', 'so', 'they', 'and', 'the']",17,0.41,
Sentence 16,25,"['trailers', 'extremely', 'similar', ',', 'leaked', 'version', 'neglected', 'show', 'grand', 'return', 'Kristen', 'Doute', 'menacing', 'hand', 'gestures', '.']",16,"['Both', 'were', 'but', 'the', 'to', 'the', 'of', 'and', 'her']",9,0.36,
Sentence 17,22,"['Viewers', 'seem', 'giving', 'Kristen', '’', 'return', 'pass', 'light', 'Tom', 'Sandoval', 'Ariana', 'Madix', '.']",13,"['to', 'be', 's', 'a', 'in', 'of', 'what', 'did', 'to']",9,0.41,
Sentence 18,18,"['Also', 'absent', 'legitimate', 'trailer', 'Rachel', 'Raquel', 'Leviss', '’', 'convo', 'ex', 'James', 'Kennedy', '.']",13,"['from', 'the', 'is', 'with', 'her']",5,0.28,
Sentence 19,15,"['asked', 'Raquel', 'item', 'Sandoval', 'said', '.']",6,"['He', 'if', 'she', 'was', 'an', 'with', 'and', 'she', 'no']",9,0.6,
Sentence 20,23,"['poor', 'Raquel', 'probably', 'thinks', 'Taco', 'Bell', 'phone', 'company', ',', 'hopefully', 'one', 'asks', 'many', 'hard', 'questions', '.']",16,"['But', 'is', 'a', 'so', 'no', 'her', 'too']",7,0.3,
Sentence 21,27,"['final', 'episode', 'special', 'season', 'cameras', 'went', 'back', 'film', 'fallout', 'Sandoval', 'Raquel', '’', 'affair', '.']",14,"['The', 'is', 'because', 'the', 'was', 'over', 'and', 'up', 'to', 'the', 'of', 'and', 's']",13,0.48,
Sentence 22,19,"['’', 'scheduled', 'air', 'point', 'next', 'weeks', 'ahead', 'reunion', '.']",9,"['It', 's', 'to', 'at', 'some', 'in', 'the', 'few', 'of', 'the']",10,0.53,
Sentence 23,22,"['’', 'hearing', 'highly-anticipated', 'reunion', 'could', 'many', 'four', 'parts', 'might', 'feature', 'WWE', 'moves', '.']",13,"['We', 're', 'now', 'the', 'be', 'as', 'as', 'and', 'some']",9,0.41,
Sentence 24,18,"['Vanderpump', 'Rules', 'airs', 'Bravo', 'every', 'Wednesday', '9pm', ',', 'finale', 'scheduled', 'May', '17', '.']",13,"['on', 'at', 'with', 'the', 'for']",5,0.28,
Sentence 25,13,"['TELL', 'US', '–', 'SHOCKED', 'SAW', 'RELEASED', 'FOOTAGE', '?']",8,"['WERE', 'YOU', 'WHEN', 'YOU', 'THE']",5,0.38,
Sentence 26,12,"['THINK', 'BRAVO', 'CATCH', 'PERSON', '?']",5,"['DO', 'YOU', 'WILL', 'THE', 'WHO', 'DID', 'IT']",7,0.58,
Sentence 27,12,"['EXCITED', 'SEASON', 'FINALE', 'REUNION', '?']",5,"['ARE', 'YOU', 'MORE', 'ABOUT', 'THE', 'OR', 'THE']",7,0.58,
Sentence 28,17,"['post', 'Vanderpump', 'Rules', 'Scandoval', 'Finale', 'Trailer', 'Leak', 'Investigated', 'Bravo', 'appeared', 'first', 'Reality', 'Tea', '.']",14,"['The', 'by', 'on']",3,0.18,
