Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 22,6,"['Someone', 'else', 'used', 'first', '.']",5,['it'],1,0.17,
Sentence 23,63,"['dispute', 'boils', 'whether', 'millennia-long', 'continuum', 'music-making', 'valuable', 'tradition', 'vouchsafed', 'future', 'generations', 'composers', ',', 'songwriters', 'listeners', ',', 'alternatively', 'entire', 'swaths', 'fundamental', 'vernacular', 'human', 'art', 'form', 'divided', 'parceled', 'intellectual', 'property', 'private', 'use', 'profit', '.']",32,"['The', 'down', 'to', 'the', 'of', 'is', 'a', 'that', 'should', 'be', 'for', 'of', 'and', 'or', 'that', 'of', 'the', 'of', 'a', 'should', 'be', 'up', 'and', 'out', 'as', 'for', 'the', 'and', 'of', 'a', 'few']",31,0.49,
Sentence 24,29,"['Even', 'standards', 'time', ',', 'attempt', 'consolidate', 'monetize', 'joy', 'wonder', 'personal', 'expression', 'sinister', 'almost', 'shocking', 'scale', '.']",16,"['by', 'the', 'of', 'our', 'this', 'to', 'and', 'the', 'and', 'of', 'is', 'on', 'an']",13,0.45,
Sentence 25,10,"['potential', 'ramifications', 'reverberations', 'verge', 'unspeakable', '.']",6,"['The', 'and', 'on', 'the']",4,0.4,
Sentence 26,25,"['case', 'presented', 'Townsend', 'estate', 'nakedly', 'cynical', 'designed', 'play', 'fundamental', 'understandable', 'misapprehensions', 'songs', 'created', '.']",14,"['The', 'by', 'the', 'is', 'and', 'to', 'on', 'and', 'about', 'how', 'are']",11,0.44,
Sentence 27,19,"['Much', 'like', 'math', 'writing', ',', 'music', 'limitless', 'possibilities', 'paradoxically', 'required', 'repeat', '.']",12,"['or', 'is', 'in', 'its', 'but', 'to', 'itself']",7,0.37,
Sentence 28,73,"['notion', 'copyrighting', 'chord', 'progression', ',', 'let', 'alone', 'one', 'common', 'one', 'used', '“', 'Let', '’', 'Get', ',', '”', 'makes', 'sense', 'copyrighting', 'numbers', 'six', '13', 'conjunctions', '“', '”', '“', 'but.', '”', 'Gaye', 'full-stop', 'genius', ',', 'Townsend', 'fine', 'songwriter', ',', '“', 'Let', '’', 'Get', '”', 'objectively', 'great', 'song', '.']",46,"['The', 'of', 'any', 'as', 'as', 'the', 'in', 's', 'It', 'On', 'no', 'more', 'than', 'the', 'and', 'or', 'the', 'and', 'or', 'was', 'a', 'a', 'and', 's', 'It', 'On', 'an']",27,0.37,
Sentence 29,23,"['litigants', '“', '”', 'progression', 'legal', 'claim', 'wind', 'rain', '.']",9,"['But', 'the', 'no', 'more', 'own', 'that', 'than', 'they', 'have', 'a', 'on', 'the', 'or', 'the']",14,0.61,
Sentence 30,4,"['elemental', '.']",2,"['It', 'is']",2,0.5,
Sentence 31,35,"['thousands', 'instances', 'chords', 'played', 'order', 'predate', '“', 'Let', '’', 'Get', ',', '”', 'including', 'several', 'popular', 'ones', 'cited', 'Sheeran', '’', 'legal', 'team', '.']",22,"['There', 'are', 'of', 'of', 'those', 'in', 'that', 'that', 's', 'It', 'On', 'by', 's']",13,0.37,
Sentence 32,17,"['things', ',', 'must', 'always', 'remain', ',', 'property', 'global', 'human', 'consciousness', '.']",11,"['Such', 'are', 'and', 'the', 'of', 'the']",6,0.35,
Sentence 33,12,"['alternative', 'grotesque', 'step', 'direction', 'madness', '.']",6,"['The', 'is', 'a', 'in', 'the', 'of']",6,0.5,
Sentence 34,27,"['Already', ',', 'software', 'exists', 'mine', 'recorded', 'music', 'uncover', 'less', 'limitless', 'instances', 'various', 'songs', '“', 'similar', '”', 'ones', '.']",18,"['that', 'can', 'and', 'more', 'or', 'where', 'are', 'to', 'other']",9,0.33,
Sentence 35,55,"['Sheeran', 'forced', 'share', 'writing', 'credits', 'pay', 'damages', 'Townsend', 'estate', ',', 'embolden', 'ill-motivated', 'litigious', 'drag', 'artists', 'court', 'demand', 'prove', 'unprovable', ':', ',', 'conscious', 'subconscious', 'level', ',', 'inspired', 'another', 'piece', 'music', '.']",30,"['If', 'is', 'to', 'and', 'to', 'the', 'it', 'will', 'further', 'the', 'and', 'to', 'into', 'and', 'they', 'the', 'that', 'they', 'were', 'not', 'on', 'any', 'or', 'by', 'of']",25,0.45,
Sentence 36,18,"['Greed', 'already', 'ravaged', 'thriving', ',', 'highly', 'imperfect', ',', 'ecosystem', 'songwriters', 'performers', '.']",12,"['has', 'a', 'once', 'if', 'of', 'and']",6,0.33,
Sentence 37,39,"['streaming', 'economy', 'systematically', 'disassembled', 'infrastructure', '—', 'suffocating', 'revenue', 'streams', 'bankable', 'entities', 'selling', 'entire', 'history', 'recorded', 'music', 'loss', 'leader', 'peddle', 'cellphone', 'data', 'plans', '.']",23,"['The', 'has', 'that', 'the', 'of', 'all', 'but', 'the', 'most', 'and', 'off', 'the', 'of', 'as', 'a', 'to']",16,0.41,
Sentence 38,7,"['trial', 'next', 'horizon', '.']",4,"['This', 'is', 'the']",3,0.43,
Sentence 39,41,"['artists', 'must', 'pay', 'tax', 'employing', 'common', 'modes', 'tones', 'composition', ',', 'process', 'grinding', 'popular', 'music', 'consensus-driven', 'pay', 'window', 'tech', 'entrepreneurs', 'corporate', 'opportunists', 'reached', 'apotheosis', '.']",24,"['If', 'a', 'for', 'the', 'most', 'and', 'of', 'the', 'of', 'down', 'to', 'a', 'for', 'and', 'will', 'have', 'its']",17,0.41,
Sentence 40,30,"['Gaye', 'seminal', 'American', 'artist', 'wove', 'together', 'rich', 'tapestry', 'gospel', ',', 'jazz', ',', 'doo-wop', 'R', '&', 'B', 'thrilling', 'transporting', 'original', 'sound', '.']",21,"['was', 'a', 'who', 'a', 'of', 'and', 'into', 'a', 'and']",9,0.3,
Sentence 41,23,"['something', 'like', 'poster', 'child', 'restrictions', 'kind', 'threatened', 'litigation', 'would', 'ahistoric', 'blight', '.']",12,"['He', 'is', 'the', 'for', 'why', 'of', 'the', 'by', 'this', 'be', 'an']",11,0.48,
Sentence 42,19,"['“', 'Let', '’', 'Get', ',', '”', 'Gaye', 'Townsend', 'painted', 'beautiful', 'musical', 'landscape', '.']",13,"['With', 's', 'It', 'On', 'and', 'a']",6,0.32,
Sentence 43,21,"['wildly', 'overreaching', 'cash', 'grab', 'lawsuit', ',', 'Townsend', '’', 'estate', 'seeks', 'claim', 'nature', '.']",13,"['With', 'its', 'of', 'a', 's', 'to', 'for', 'itself']",8,0.38,
