Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 14,3,['.'],1,"['Not', 'all']",2,0.67,
Sentence 15,13,"['Over-the-top', 'dressing', 'first', 'Monday', 'May', '’', 'dead', '.']",8,"['on', 'the', 'in', 'isn', 't']",5,0.38,
Sentence 16,15,"['Misinterpreting', 'outright', 'ignoring', 'night', '’', 'dress', 'code', '’', 'buried', '.']",10,"['or', 'the', 's', 'isn', 't']",5,0.33,
Sentence 17,36,"['time', 'around', ',', 'air', 'respect', ',', 'nod', 'authenticity', '“', 'honor', 'Karl', ',', '”', 'fundraising', 'party', '’', 'visionary', ',', 'Anna', 'Wintour', ',', 'requested', '.']",23,"['But', 'this', 'there', 'was', 'an', 'of', 'a', 'to', 'in', 'of', 'as', 'the', 's']",13,0.36,
Sentence 18,22,"['“', 'theme', 'specific', ',', 'practically', 'demanded', 'elegance', ',', 'many', 'looked', 'good', '.']",12,"['Because', 'the', 'was', 'so', 'it', 'which', 'is', 'why', 'so', 'so']",10,0.45,
Sentence 19,43,"['surprising', 'see', 'designers', 'paid', 'homage', 'master', 'riffs', 'iconic', 'trademarks', ',', '”', 'said', 'Hal', 'Rubenstein', ',', 'fashion', 'writer', ',', 'designer', 'one', 'founding', 'editors', 'InStyle', 'magazine', '.']",25,"['But', 'what', 'was', 'most', 'was', 'to', 'how', 'other', 'to', 'the', 'with', 'on', 'his', 'a', 'and', 'of', 'the', 'of']",18,0.42,
Sentence 20,34,"['Lagerfeld', ',', 'man', ',', 'photographer', ',', 'publisher', ',', 'designer', 'hire', 'Chanel', ',', 'Fendi', ',', 'Chloé', ',', 'died', 'February', '2019', '65', 'years', 'fashion', '.']",23,"['the', 'the', 'the', 'the', 'for', 'at', 'and', 'more', 'in', 'after', 'in']",11,0.32,
Sentence 21,22,"['designers', 'made', 'deep', 'cultural', 'impact', ',', 'especially', 'within', 'confines', 'carrying', 'historic', 'heritage', 'legacies', '.']",14,"['Few', 'have', 'the', 'he', 'did', 'the', 'of', 'on']",8,0.36,
Sentence 22,30,"['“', 'elegance', 'craftsmanship', ',', 'total', '180', 'Hollywood', 'parade', 'Met', 'Ball', 'become', 'last', 'years', ',', '”', 'Rubenstein', 'said', '.']",18,"['He', 'was', 'about', 'and', 'a', 'from', 'the', 'the', 'had', 'in', 'the', 'few']",12,0.4,
Sentence 23,33,"['Lagerfeld', 'unique', 'uniform', ':', 'white', 'powdered', 'low', 'ponytail', ',', 'skinny', 'black', 'pants', 'jackets', ',', 'black', 'fingerless', 'gloves', ',', 'high', 'crisp', 'white', 'collars', 'black', 'ties', '.']",25,"['And', 'did', 'it', 'in', 'his', 'own', 'and', 'and']",8,0.24,
Sentence 24,4,"['dark', 'glasses', '.']",3,['And'],1,0.25,
Sentence 25,4,"['Always', 'dark', 'glasses', '.']",4,[],0,0.0,
Sentence 26,9,"['critics', 'fashion', 'insiders', 'agreed', 'Rubenstein', '.']",6,"['Other', 'and', 'with']",3,0.33,
Sentence 27,56,"['Let', '’', 'forget', 'muddled', 'gala', 'theme', '“', 'Punk', ':', 'Chaos', 'Couture', '”', '2013', 'fashion', 'vibe', 'managed', 'offend', 'actual', 'punks', ',', 'two', 'galas', 'last', 'year', 'year', 'honored', 'American', 'fashion', 'slew', 'guests', 'dressed', 'European', 'non-American', 'brands', '.']",35,"['s', 'not', 'the', 'to', 'in', 'with', 'a', 'that', 'to', 'or', 'the', 'and', 'the', 'before', 'that', 'with', 'a', 'of', 'by', 'and', 'other']",21,0.38,
Sentence 28,27,"['fashion', 'watchers', '’', 'altogether', 'bothered', 'year', '’', 'stunts', ',', 'many', 'aimed', 'Lagerfeld', '’', 'beloved', 'cat', ',', 'Choupette', '.']",18,"['But', 'some', 'weren', 't', 'by', 'this', 's', 'at', 's']",9,0.33,
Sentence 29,15,"['Jared', 'Leto', 'furry', 'human', '(', 'sweaty', ')', 'Choupette', 'Disney-worthy', 'costume', '.']",11,"['was', 'a', 'in', 'a']",4,0.27,
Sentence 30,12,"['Doja', 'Cat', 'actual', 'cat', ',', 'thanks', 'facial', 'prosthetics', '.']",9,"['was', 'an', 'to']",3,0.25,
Sentence 31,43,"['Lil', 'Nas', 'X', ',', 'well', ',', 'Lil', 'Nas', 'X', ',', 'slathered', 'silver', 'paint', 'wearing', 'chunky', 'pearl', 'jeweled', 'cat', 'face', 'mask', ',', 'thong', 'boots', '—', 'nothing', 'else', ',', 'thanks', 'makeup', 'legend', 'Pat', 'McGrath', 'Dior', 'Men', '.']",35,"['was', 'in', 'a', 'and', 'and', 'and', 'to', 'and']",8,0.19,
Sentence 32,19,"['fans', 'celebrities', 'lucky', 'enough', 'score', 'invitations', 'year', 'often', 'delighted', ',', 'regardless', '.']",12,"['And', 'some', 'of', 'the', 'to', 'this', 'were']",7,0.37,
Sentence 33,33,"['“', 'Last', 'Us', '”', 'star', 'Pedro', 'Pascal', 'sent', 'stans', 'Valentino', 'frenzy', 'black', 'short-shorts', ',', 'high', 'socks', ',', 'fire', 'engine', 'red', 'shirt', 'long', 'matching', 'overcoat', '.']",25,"['The', 'of', 'his', 'into', 'a', 'with', 'his', 'and']",8,0.24,
Sentence 34,13,"['got', 'Lagerfeld', '’', 'signature', 'black', 'tie', 'combat', 'boots', 'right', '.']",10,"['He', 's', 'and']",3,0.23,
Sentence 35,63,"['“', 'general', ',', 'celebrities', 'designers', 'adhered', 'pretty', 'religiously', 'theme', ',', 'much', 'recent', 'years', ',', 'sticking', 'closely', 'designer', '’', 'unwavering', 'vision', 'signature', 'design', 'codes', '—', 'tweed', ',', 'black', 'white', ',', 'ribbons', ',', 'brides', ',', 'rosettes', ',', 'cats', ',', 'suits', ',', '”', 'said', 'Madeline', 'Hirsch', ',', 'news', 'director', 'InStyle', 'Byrdie', '.']",49,"['In', 'and', 'to', 'the', 'more', 'than', 'in', 'to', 'the', 's', 'and', 'and', 'for', 'and']",14,0.22,
Sentence 36,10,"['much', 'play', ',', 'said', '.']",5,"['There', 'was', 'to', 'with', 'she']",5,0.5,
Sentence 37,38,"['“', 'distinct', 'vision', 'particular', 'love', 'things', '‘', 'fancy', '’', '—', 'fun', 'see', 'everyone', 'could', 'black', 'white', 'color', 'palette', ',', '”', 'Hirsch', 'said', '.']",23,"['He', 'had', 'a', 'and', 'for', 'all', 'and', 'it', 'was', 'to', 'what', 'do', 'in', 'a', 'and']",15,0.39,
Sentence 38,48,"['Cassidy', 'Zachary', ',', 'fashion', 'historian', 'host', 'podcast', '“', 'Dressed', ':', 'History', 'Fashion', ',', '”', 'put', 'way', ':', '“', 'guests', 'theme', ',', 'would', 'overall', 'label', 'year', '’', 'red', 'carpet', 'beautiful', 'boring', '.']",31,"['a', 'and', 'of', 'the', 'The', 'of', 'it', 'this', 'While', 'most', 'were', 'on', 'I', 'this', 's', 'as', 'but']",17,0.35,
Sentence 39,22,"['Karl', 'extensive', 'expansive', 'design', 'vocabulary', 'pull', 'breadth', 'work', 'overwhelmingly', 'absent', '.']",11,"['had', 'such', 'an', 'and', 'to', 'from', 'and', 'the', 'of', 'his', 'was']",11,0.5,
Sentence 40,54,"['guests', 'fell', 'Karl', 'Lagerfeld', 'trope', 'trap', ',', 'largely', 'defined', 'Chanel', 'Chanel', 'aesthetics', ':', 'black', 'white', ',', 'camellias', ',', 'boucle', 'pearls.', '”', 'Chanel', 'fashion', 'house', 'Lagerfeld', 'worked', '36', 'years', ',', 'sponsor', 'year', '’', 'Met', 'Gala', '.']",35,"['Most', 'into', 'a', 'by', 'and', 'and', 'and', 'is', 'not', 'only', 'a', 'where', 'for', 'but', 'was', 'a', 'of', 'this', 's']",19,0.35,
Sentence 41,31,"['Lagerfeld', '’', 'contributions', 'fashion', 'history', 'modern', 'fashion', 'lexicon', ',', 'Zachary', 'said', ',', 'much', ',', 'though', 'notable', 'exceptions', 'criticism', '.']",19,"['s', 'to', 'and', 'the', 'were', 'so', 'more', 'she', 'had', 'some', 'to', 'her']",12,0.39,
Sentence 42,34,"['One', 'highlights', 'night', 'Nicole', 'Kidman', ',', 'Zachary', 'said', ',', 'vision', 'pale', 'pink', 'befeathered', 'bejeweled', 'gown', 'wore', '2004', 'Baz', 'Luhrmann-directed', 'Chanel', '.']",21,"['of', 'the', 'of', 'the', 'was', 'a', 'in', 'the', 'and', 'she', 'in', 'the', 'No']",13,0.38,
Sentence 43,5,"['5', 'fashion', 'short', 'film', '.']",5,[],0,0.0,
Sentence 44,15,"['180', 'seconds', ',', 'cost', '$', '33', 'million', 'make', ',', 'said', '.']",11,"['At', 'it', 'to', 'she']",4,0.27,
Sentence 45,36,"['elegant', 'vintage', 'wins', 'fueled', 'Chanel', 'engine', ':', 'Penélope', 'Cruz', 'archival', 'look', 'spring', '1998', 'haute', 'couture', 'collection', 'Jennie', 'Kim', 'vintage', 'look', 'fall', '1990', '.']",23,"['There', 'were', 'other', 'that', 'the', 'in', 'an', 'from', 'the', 'and', 'in', 'a', 'from']",13,0.36,
Sentence 46,71,"['gala', ',', 'raised', '$', '17.4', 'million', 'last', 'year', 'Metropolitan', 'Museum', 'Art', '’', 'Costume', 'Institute', ',', 'driven', 'museum', '’', 'spring', 'exhibition', 'year', ',', 'time', 'around', 'called', '“', 'Karl', 'Lagerfeld', ':', 'Line', 'Beauty.', '”', 'show', ',', 'sure', 'blockbuster', ',', 'attests', ',', 'Lagerfeld', '’', 'design', 'lexicon', 'extended', 'well', 'beyond', 'tenure', 'Chanel', '.']",49,"['The', 'which', 'for', 'the', 'of', 's', 'is', 'by', 'the', 's', 'each', 'this', 'A', 'of', 'As', 'the', 'to', 'be', 'a', 's', 'his', 'at']",22,0.31,
Sentence 47,23,"['Yet', 'years', 'Jean', 'Patou', ',', 'Balmain', 'Chloé', 'barely', 'absent', 'museum', '’', 'Grand', 'Staircase', '.']",14,"['his', 'at', 'and', 'were', 'there', 'or', 'on', 'the', 's']",9,0.39,
Sentence 48,41,"['gala', 'carpet', ',', 'Zachary', 'said', ',', 'would', 'colorful', 'lively', 'guests', 'looked', 'Lagerfeld', '’', 'years', 'Chloé', ',', 'worked', '1963', '1983', ',', '1992', '1997', '.']",23,"['The', 'have', 'been', 'more', 'and', 'had', 'more', 'to', 's', 'at', 'where', 'he', 'from', 'to', 'and', 'again', 'from', 'to']",18,0.44,
Sentence 49,46,"['“', 'work', 'Chloé', 'decidedly', 'playful', ',', 'whimsical', 'surrealist', 'work', 'Chanel', ',', 'famously', 'embodied', '1983', 'shower', 'dress', '1984', 'violin', 'dress', ',', 'reissued', 'Chloé', '2013', ',', '”', 'said', '.']",27,"['His', 'for', 'was', 'more', 'and', 'than', 'his', 'at', 'as', 'most', 'by', 'his', 'and', 'his', 'which', 'was', 'by', 'in', 'she']",19,0.41,
Sentence 50,24,"['Zachary', 'pleased', 'see', 'three', 'carpet', ',', 'worn', 'Vanessa', 'Kirby', ',', 'Margaret', 'Zhang', 'Olivia', 'Wilde', ',', 'respectively', '.']",17,"['was', 'to', 'all', 'on', 'the', 'by', 'and']",7,0.29,
Sentence 51,44,"['Rubenstein', 'lauded', 'others', 'went', 'directly', 'Lagerfeld-related', 'sources', ':', 'Kidman', 'Penélope', 'Cruz', 'vintage', 'Chanel', ',', 'along', 'Naomi', 'Campbell', '’', 'goddess', 'pink', 'Chanel', 'look', '2010', 'Cara', 'Delevingne', 'shirt', 'dress', 'Lagerfeld', '’', 'eponymous', 'brand', '.']",32,"['who', 'to', 'and', 'in', 'with', 's', 'from', 'and', 'in', 'a', 'from', 's']",12,0.27,
Sentence 52,34,"['impressed', 'Lagerfeld', 'symbols', 'silhouettes', 'embodied', 'Vera', 'Wang', 'Lily', 'Collins', ',', 'Loewe', 'Karlie', 'Kloss', ',', 'Gucci', 'Julia', 'Garner', 'Thom', 'Browne', 'Jenna', 'Ortega', '.']",22,"['And', 'he', 'was', 'by', 'the', 'and', 'by', 'for', 'for', 'for', 'and', 'for']",12,0.35,
Sentence 53,15,"['Still', ',', 'said', ',', 'moments', 'might', 'made', 'Lagerfeld', 'clench', '.']",10,"['he', 'there', 'were', 'that', 'have']",5,0.33,
Sentence 54,17,"['“', '’', 'think', 'anyone', 'make', 'mockery', 'night', '.']",8,"['I', 'don', 't', 'was', 'out', 'to', 'a', 'of', 'the']",9,0.53,
Sentence 55,7,"['one', 'came', 'disrespectful', '.']",4,"['No', 'to', 'be']",3,0.43,
Sentence 56,24,"['evidently', '’', 'make', 'attempt', 'honor', 'designer', '’', 'parameters', ',', '”', 'Rubenstein', 'said', '.']",13,"['But', 'there', 'were', 'those', 'who', 'didn', 't', 'the', 'to', 'the', 's']",11,0.46,
Sentence 57,8,"['“', 'Lagerfeld', 'clothes', 'never', 'overtly', 'sexy', '.']",7,['were'],1,0.12,
Sentence 58,19,"['rarely', 'showed', 'plunging', 'necklines', ',', 'backless', 'dresses', ',', 'lots', 'midriff', 'skirts', 'slit', 'hip', '.']",14,"['He', 'of', 'or', 'to', 'the']",5,0.26,
Sentence 59,54,"['show', 'blatantly', 'showing', 'swaths', 'exposed', 'skin', ',', 'like', 'Mary', 'J', 'Blige', ',', 'Jennifer', 'Lopez', 'Lil', 'Nas', 'X', 'looked', 'awkwardly', 'place.', '”', 'Zachary', ',', ',', 'sees', 'designers', 'well', 'Lagerfeld', ',', 'blending', 'honoree', '’', 'aesthetic', '.']",34,"['So', 'those', 'who', 'did', 'up', 'off', 'with', 'of', 'and', 'out', 'of', 'too', 'who', 'did', 'by', 'the', 's', 'with', 'their', 'own']",20,0.37,
Sentence 60,29,"['Anne', 'Hathaway', 'shining', 'star', 'moment', ',', 'said', ',', 'custom', 'Versace', 'founder', 'Gianni', '’', 'famous', 'safety', 'pins', 'Chanel', 'boucle', '.']",19,"['is', 'the', 'of', 'that', 'she', 'in', 'with', 's', 'in', 'a']",10,0.34,
Sentence 61,28,"['Sergio', 'Hudson', '’', 'form-fitting', 'pink', 'boucle', 'stunner', 'worn', 'Kiki', 'Palmer', 'honored', 'Josephine', 'Baker', 'Lagerfeld', '’', 'work', '1950s', ',', 'Zachary', 'said', '.']",21,"['s', 'by', 'both', 'and', 's', 'in', 'the']",7,0.25,
Sentence 62,19,"['Less', 'subtle', 'Wang', '’', 'massive', 'ballgown', 'Collins', '“', 'Karl', '”', 'emblazoned', 'across', 'train', '.']",14,"['was', 's', 'for', 'with', 'the']",5,0.26,
Sentence 63,29,"['Collins', 'less', 'subtle', ',', 'Jeremy', 'Pope', 'bullhorn', '32-foot', 'cape', 'black-and-white', 'Lagerfeld', 'portrait', ',', 'thanks', 'Balmain', '’', 'Olivier', 'Rousteing', '.']",19,"['If', 'was', 'was', 'a', 'in', 'a', 'with', 'a', 'to', 's']",10,0.34,
Sentence 64,33,"['William', 'Middleton', ',', 'wrote', 'year', '’', 'biography', '“', 'Paradise', ':', 'Extraordinary', 'Life', 'Karl', 'Lagerfeld', ',', '”', 'sees', 'deeper', 'connections', 'subject', 'meet', 'eye', '.']",23,"['who', 'this', 's', 'Now', 'The', 'of', 'to', 'his', 'than', 'the']",10,0.3,
Sentence 65,59,"['Kidman', '’', 'dress', ',', 'instance', ':', '“', 'One', 'fittings', 'dress', ',', 'London', 'Dorchester', 'Hotel', ',', 'one', 'times', 'Karl', '’', 'life', 'showed', 'time.', '”', 'Take', 'note', 'Rihanna', '$', 'ap', 'Rocky', '(', '90', 'minutes', 'late', ')', '.']",35,"['s', 'for', 'of', 'the', 'for', 'this', 'in', 'at', 'the', 'was', 'of', 'the', 'few', 'in', 's', 'that', 'he', 'up', 'on', 'the', 'and', 'A', 'who', 'were']",24,0.41,
Sentence 66,39,"['“', 'wore', 'spectacular', 'evening', 'gown', 'Pier', 'Paolo', 'Piccioli', ',', 'worked', 'Karl', 'Fendi', ',', 'fusing', 'Valentino', 'aesthetic', 'Karl', '’', ',', 'particularly', 'oversized', 'camellias', ',', '”', 'Middleton', 'said', '.']",27,"['She', 'a', 'by', 'who', 'had', 'with', 'at', 'his', 'with', 's', 'with', 'the']",12,0.31,
Sentence 67,39,"['“', 'wearing', 'kilt-like', 'skirt', 'black', 'jacket', ',', 'Gucci', ',', 'like', 'Karl', 'worn', 'Tokyo', '2004.', '”', 'Fans', 'raved', 'social', 'media', 'clearly', 'considered', 'couple', 'worth', 'waiting', '.']",25,"['And', 'he', 'was', 'a', 'with', 'a', 'by', 'had', 'in', 'in', 'who', 'on', 'the', 'for']",14,0.36,
Sentence 68,10,"['___', 'Find', 'Leanne', 'Italie', 'Twitter', 'http', ':', '//twitter.com/litalie']",8,"['on', 'at']",2,0.2,
