Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 11,39,"['open-ended', 'rule', 'would', 'provide', 'vehicle', 'bring', 'Mr.', 'DeSaulnier', '’', 'bill', 'floor', 'amend', 'Democratic', 'proposal', '—', 'yet', 'written', '—', 'resolve', 'debt', 'limit', 'crisis', '.']",23,"['The', 'a', 'to', 's', 'to', 'the', 'and', 'it', 'with', 'a', 'which', 'has', 'to', 'be', 'to', 'the']",16,0.41,
Sentence 12,16,"['strategy', 'silver', 'bullet', ',', 'Democrats', 'concede', 'long', 'shot', '.']",9,"['The', 'is', 'no', 'and', 'it', 'is', 'a']",7,0.44,
Sentence 13,38,"['Gathering', 'enough', 'signatures', 'force', 'bill', 'floor', 'would', 'take', 'least', 'five', 'Republicans', 'willing', 'cross', 'party', 'lines', 'Democrats', 'signed', ',', 'threshold', 'Democrats', 'concede', 'difficult', 'reach', '.']",24,"['to', 'a', 'to', 'the', 'at', 'to', 'if', 'all', 'on', 'a', 'that', 'will', 'be', 'to']",14,0.37,
Sentence 14,40,"['yet', 'settle', 'debt', 'ceiling', 'proposal', ',', 'strategy', 'succeed', ',', 'Democrats', 'would', 'likely', 'need', 'negotiate', 'handful', 'mainstream', 'Republicans', 'settle', 'measure', 'could', 'accept', '.']",22,"['They', 'have', 'to', 'on', 'the', 'itself', 'and', 'for', 'the', 'to', 'to', 'with', 'a', 'of', 'to', 'on', 'a', 'they']",18,0.45,
Sentence 15,18,"['handful', 'hard-right', 'Republicans', 'explicitly', 'warned', 'colleagues', 'Tuesday', 'go', 'path', '.']",10,"['A', 'of', 'their', 'on', 'not', 'to', 'down', 'that']",8,0.44,
Sentence 16,19,"['“', 'House', 'Republicans', ':', '’', 'defect', '!', '”', 'Senator', 'Mike', 'Lee', 'Utah', 'wrote', 'Twitter', '.']",15,"['don', 't', 'of', 'on']",4,0.21,
Sentence 17,21,"['Still', ',', 'Democrats', 'argue', 'prospect', 'successful', 'effort', 'could', 'force', 'House', 'Republicans', 'acceptable', 'deal', '.']",14,"['that', 'the', 'of', 'a', 'into', 'a', 'more']",7,0.33,
Sentence 18,25,"['Treasury', 'Secretary', 'Janet', 'L.', 'Yellen', '’', 'announcement', 'Monday', 'potential', 'default', 'weeks', 'away', 'spurred', 'Democratic', 'leaders', 'act', '.']",17,"['And', 's', 'on', 'that', 'a', 'was', 'only', 'to']",8,0.32,
Sentence 19,23,"['House', 'Democratic', 'leaders', 'months', 'played', 'possibility', 'initiating', 'discharge', 'petition', 'way', 'stalemate', '.']",12,"['have', 'for', 'down', 'the', 'of', 'a', 'as', 'a', 'out', 'of', 'the']",11,0.48,
Sentence 20,35,"['hesitant', 'budge', 'party', 'position', ',', 'Mr.', 'Biden', 'articulated', 'repeatedly', ',', 'Republicans', 'agree', 'raise', 'debt', 'limit', 'conditions', 'concessions', 'spending', 'cuts', '.']",20,"['They', 'are', 'to', 'from', 'the', 'which', 'has', 'that', 'should', 'to', 'the', 'with', 'no', 'or', 'on']",15,0.43,
Sentence 21,20,"['behind', 'scenes', ',', 'simultaneously', 'taking', 'steps', 'make', 'sure', 'vehicle', 'available', 'needed', '.']",12,"['But', 'the', 'they', 'were', 'to', 'a', 'was', 'if']",8,0.4,
Sentence 22,15,"['signs', 'Tuesday', 'momentum', 'toward', 'even', 'temporary', 'resolution', '.']",8,"['There', 'were', 'no', 'on', 'of', 'any', 'a']",7,0.47,
Sentence 23,109,"['Senator', 'Chuck', 'Schumer', ',', 'Democrat', 'New', 'York', 'majority', 'leader', ',', 'brushed', 'aside', 'idea', 'putting', 'confrontation', 'passing', 'short-term', 'debt', 'limit', 'increase', ',', 'telling', 'reporters', ':', '“', 'kick', 'road.', '”', 'Senator', 'Mitch', 'McConnell', ',', 'Republican', 'Kentucky', 'minority', 'leader', ',', 'reiterated', 'intended', 'leave', 'negotiations', 'Mr.', 'Biden', 'Speaker', 'Kevin', 'McCarthy', ',', 'dashing', 'private', 'hopes', 'Democrats', 'veteran', 'Republican', 'would', 'ultimately', 'cut', 'deal', 'allow', 'debt', 'ceiling', 'lifted', ',', 'done', 'past', '.']",65,"['of', 'and', 'the', 'the', 'of', 'off', 'a', 'by', 'a', 'We', 'should', 'not', 'the', 'can', 'down', 'the', 'And', 'of', 'and', 'the', 'that', 'he', 'to', 'the', 'to', 'and', 'again', 'the', 'of', 'some', 'that', 'the', 'a', 'with', 'them', 'to', 'the', 'to', 'be', 'as', 'he', 'has', 'in', 'the']",44,0.4,
Sentence 24,14,"['“', 'solution', 'Senate', ',', '”', 'Mr.', 'McConnell', 'said', '.']",9,"['There', 'is', 'no', 'in', 'the']",5,0.36,
Sentence 25,21,"['White', 'House', 'public', 'comment', 'discharge', 'effort', ',', 'according', 'Karine', 'Jean-Pierre', ',', 'press', 'secretary', '.']",14,"['The', 'had', 'no', 'on', 'the', 'to', 'the']",7,0.33,
Sentence 26,25,"['Mr.', 'Biden', 'scheduled', 'next', 'week', 'host', 'Mr.', 'McCarthy', 'congressional', 'leaders', 'White', 'House', 'discuss', 'raising', 'debt', 'limit', '.']",17,"['is', 'to', 'and', 'other', 'at', 'the', 'to', 'the']",8,0.32,
Sentence 27,32,"['goal', 'meeting', ',', 'senior', 'administration', 'official', 'said', ',', 'stress', 'importance', 'averting', 'default', 'creating', 'separate', 'negotiation', 'address', 'budget', 'issues', '.']",19,"['His', 'at', 'that', 'a', 'will', 'be', 'to', 'the', 'of', 'and', 'a', 'to', 'other']",13,0.41,
Sentence 28,26,"['discharge', 'petition', 'process', 'time-consuming', 'complicated', ',', 'House', 'Democrats', 'devised', 'strategy', 'started', 'early', 'carefully', 'crafted', 'legislative', 'vehicle', '.']",17,"['The', 'can', 'be', 'and', 'so', 'who', 'the', 'and', 'their']",9,0.35,
Sentence 29,42,"['Insiders', 'privately', 'refer', 'measure', '“', 'Swiss', 'Army', 'knife', '”', 'bill', '—', 'one', 'intended', 'referred', 'every', 'single', 'House', 'committee', 'order', 'keep', 'open', 'many', 'opportunities', 'possible', 'forcing', 'floor', '.']",27,"['to', 'the', 'as', 'a', 'to', 'be', 'to', 'in', 'to', 'as', 'as', 'for', 'it', 'to', 'the']",15,0.36,
Sentence 30,63,"['would', 'create', 'task', 'force', 'help', 'grandparents', 'raising', 'grandchildren', ',', 'create', 'federal', 'strategy', 'reducing', 'earthquake', 'risks', ',', 'change', 'name', 'law', 'governs', 'stock', 'trading', 'members', 'Congress', ',', 'extend', 'small', 'business', 'loans', ',', 'protect', 'veterans', 'I.R.S.', ',', 'authorize', 'new', 'Pentagon', 'grant', 'program', 'protect', 'nonprofit', 'organizations', 'terrorist', 'attacks', '.']",45,"['It', 'a', 'to', 'a', 'for', 'the', 'of', 'a', 'that', 'by', 'of', 'from', 'the', 'a', 'to', 'against', 'and', 'more']",18,0.29,
Sentence 31,23,"['legislation', 'broad', 'eclectic', 'referred', '20', 'committees', ',', 'sat', 'idle', 'months', '.']",11,"['The', 'was', 'so', 'and', 'that', 'it', 'was', 'to', 'where', 'it', 'has', 'for']",12,0.52,
Sentence 32,5,"['point', '.']",2,"['That', 'was', 'the']",3,0.6,
Sentence 33,21,"['Mr.', 'DeSaulnier', '’', 'intent', 'never', 'pass', 'elements', 'bill', ',', 'though', 'favors', '.']",12,"['s', 'was', 'to', 'the', 'of', 'the', 'he', 'them', 'all']",9,0.43,
Sentence 34,38,"['create', 'known', 'Capitol', 'Hill', 'shell', 'bill', 'would', 'ultimately', 'serve', 'basis', 'discharge', 'petition', '—', 'way', 'debt', 'limit', 'standoff', '.']",18,"['It', 'was', 'to', 'what', 'is', 'on', 'as', 'a', 'of', 'a', 'that', 'as', 'the', 'for', 'a', 'and', 'a', 'out', 'of', 'the']",20,0.53,
Sentence 35,40,"['“', 'wrote', 'way', 'prepared', ',', '”', 'said', 'Mr.', 'DeSaulnier', ',', 'former', 'member', 'Rules', 'Committee', 'worked', 'Democratic', 'procedural', 'experts', 'craft', 'legislation', 'could', 'provide', 'debt-limit', 'escape', 'hatch', '.']",26,"['I', 'it', 'in', 'a', 'to', 'be', 'a', 'of', 'the', 'who', 'with', 'to', 'that', 'a']",14,0.35,
Sentence 36,22,"['“', 'anticipated', 'would', 'problems', 'Republican', 'caucus', ',', 'whether', 'abortion', 'debt', 'limit', '.']",12,"['I', 'there', 'be', 'these', 'with', 'the', 'it', 'was', 'or', 'the']",10,0.45,
Sentence 37,64,"['think', 'responsible', 'thing', 'legislator', 'do.', '”', 'Democrats', 'say', 'beauty', 'Mr.', 'DeSaulnier', '’', 'bill', '—', 'Republicans', 'ignored', '—', 'long', 'ago', 'passed', 'threshold', 'held', 'committee', 'least', '30', 'days', ',', 'minimum', 'length', 'time', 'initiate', 'discharge', 'petition', 'force', 'action', 'legislation', '.']",37,"['I', 'it', 'was', 'the', 'as', 'a', 'to', 'the', 'of', 's', 'which', 'have', 'is', 'that', 'it', 'the', 'of', 'being', 'in', 'for', 'at', 'the', 'of', 'to', 'a', 'to', 'on']",27,0.42,
Sentence 38,69,"['Even', ',', 'memo', 'sent', 'members', 'Tuesday', ',', 'U.S.', 'Chamber', 'Commerce', 'analysis', 'projected', 'even', 'Democrats', 'able', 'draw', 'enough', 'support', 'plan', 'advance', 'without', 'delay', ',', 'measure', 'could', 'take', 'June', '12', '13', 'clear', 'Congress', '—', 'many', 'days', 'beyond', 'earliest', 'date', 'Ms.', 'Yellen', 'warned', 'debt', 'limit', 'could', 'reached', '.']",45,"['so', 'in', 'a', 'to', 'on', 'a', 'of', 'that', 'if', 'were', 'to', 'for', 'their', 'and', 'it', 'further', 'the', 'until', 'or', 'to', 'the', 'has', 'the', 'be']",24,0.35,
Sentence 39,24,"['Democrats', 'said', 'fact', 'bill', 'would', 'fall', 'jurisdiction', 'many', 'committees', 'gave', 'several', 'options', 'moving', 'forward', '.']",15,"['the', 'that', 'their', 'under', 'the', 'of', 'so', 'them', 'for']",9,0.38,
Sentence 40,24,"['Mr.', 'DeSaulnier', 'picked', 'sponsor', 'measure', 'low', 'profile', 'meant', 'likely', 'little', 'attention', 'bill', '.']",13,"['was', 'to', 'the', 'because', 'his', 'there', 'was', 'to', 'be', 'to', 'his']",11,0.46,
Sentence 41,40,"['contrast', ',', 'legislation', 'introduced', 'Representative', 'Jim', 'McGovern', 'Massachusetts', ',', 'ranking', 'Democrat', 'Rules', 'Committee', ',', 'would', 'drawn', 'attention', 'immediately', ',', 'Republicans', 'might', 'able', 'take', 'action', 'derail', '.']",26,"['In', 'any', 'by', 'of', 'the', 'on', 'the', 'have', 'and', 'have', 'been', 'to', 'to', 'it']",14,0.35,
Sentence 42,29,"['Discharge', 'petitions', 'spurred', 'action', 'past', 'prompting', 'House', 'leaders', 'move', 'issues', 'rather', 'lose', 'control', 'floor', 'guerrilla', 'legislative', 'effort', '.']",18,"['have', 'in', 'the', 'by', 'to', 'on', 'than', 'of', 'the', 'through', 'a']",11,0.38,
Sentence 43,30,"['procedure', 'rarely', 'successful', 'produced', 'law', 'handful', 'cases', ',', 'including', 'approval', 'major', 'bipartisan', 'campaign', 'finance', 'legislation', '2002', '.']",17,"['But', 'the', 'is', 'and', 'has', 'a', 'in', 'only', 'a', 'of', 'the', 'of', 'in']",13,0.43,
Sentence 44,25,"['Congressional', 'leaders', 'parties', 'disdainful', 'efforts', ',', 'since', 'effectively', 'wrest', 'control', 'House', 'floor', 'majority', '.']",14,"['of', 'both', 'have', 'been', 'of', 'such', 'they', 'of', 'the', 'from', 'the']",11,0.44,
Sentence 45,26,"['Democrats', 'say', 'current', 'situation', ',', 'default', 'looming', ',', 'showed', 'taking', 'prudent', 'precautions', 'Mr.', 'DeSaulnier', '’', 'bill', '.']",17,"['that', 'the', 'with', 'a', 'that', 'they', 'were', 'with', 's']",9,0.35,
Sentence 46,29,"['Besides', 'thwarting', 'gridlock', ',', 'legislation', 'says', 'purpose', 'also', '“', 'advance', 'common-sense', 'policy', 'priorities.', '”', 'Catie', 'Edmondson', ',', 'Katie', 'Rogers', 'Jim', 'Tankersley', 'contributed', 'reporting', '.']",24,"['the', 'its', 'is', 'to', 'and']",5,0.17,
Sentence 47,20,"['earlier', 'version', 'article', 'incorrectly', 'described', 'Representative', 'Jim', 'McGovern', '’', 'position', 'House', 'Rules', 'Committee', '.']",14,"['An', 'of', 'this', 's', 'on', 'the']",6,0.3,
Sentence 48,13,"['top', 'Democrat', 'committee', ',', 'chairman', '.']",6,"['He', 'is', 'the', 'on', 'the', 'not', 'the']",7,0.54,
Sentence 49,24,"['handle', 'corrections', 'Carl', 'Hulse', 'chief', 'Washington', 'correspondent', 'veteran', 'three', 'decades', 'reporting', 'capital', '.']",13,"['How', 'we', 'is', 'and', 'a', 'of', 'more', 'than', 'of', 'in', 'the']",11,0.46,
Sentence 50,3,"['@', 'hillhulse', 'Advertisement']",3,[],0,0.0,
