Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 12,24,"['new', 'mermaid', 'statue', 'Monopoli', 'became', 'topic', 'debate', 'photos', 'curvy', 'fantasy', 'creature', 'shared', 'social', 'media', '.']",15,"['A', 'in', 'a', 'of', 'after', 'of', 'the', 'were', 'on']",9,0.38,
Sentence 13,12,"['controversial', 'statue', 'placed', 'near', 'children', ""'s"", 'park', '.']",8,"['The', 'has', 'been', 'a']",4,0.33,
Sentence 14,27,"['(', 'Monopoli', 'Times', ')', 'Adolfo', 'Marciano', ',', 'headteacher', 'Luigi', 'Rosso', 'art', 'school', ',', 'suggested', 'statue', 'prompt', 'healthy', 'debate', 'beauty', 'standards', '.']",21,"['the', 'of', 'the', 'the', 'should', 'about']",6,0.22,
Sentence 15,42,"['(', 'Monopoli', 'Times', ')', 'statue', 'appears', 'short', 'distance', 'away', 'newly', 'constructed', 'children', '’', 'park', ',', 'equipped', 'swing', 'set', ',', 'jungle', 'gym', ',', 'slide', 'circular', 'balance', 'board', '.']",27,"['The', 'to', 'be', 'a', 'from', 'a', 's', 'which', 'is', 'with', 'a', 'a', 'a', 'and', 'a']",15,0.36,
Sentence 16,36,"['Since', 'late', 'April', ',', 'residents', 'area', 'larger', 'Italian', 'population', 'debating', 'whether', 'curvy', 'mermaid', 'statue', 'appropriate', 'art', 'display', 'given', 'proximity', 'square', '’', 'park', '.']",23,"['of', 'the', 'and', 'the', 'have', 'been', 'the', 'is', 'an', 'its', 'to', 'the', 's']",13,0.36,
Sentence 17,15,"['Fox', 'News', 'Digital', 'reached', 'IISS', 'Luigi', 'Russo', 'art', 'school', 'comment', '.']",11,"['out', 'to', 'the', 'for']",4,0.27,
Sentence 18,57,"['high', 'school', 'uploaded', 'article', 'excerpt', 'Monday', ',', 'May', '1', ',', 'states', 'mermaid', 'statue', 'temporarily', 'covered', 'tarp', 'hide', '``', 'provocative', ""''"", 'form', ',', 'statue', 'unveiled', 'hundreds', 'tourists', 'traveled', 'city', 'Bari', 'take', 'pictures', 'stone', 'siren', '.']",34,"['The', 'an', 'on', 'that', 'the', 'was', 'with', 'a', 'to', 'its', 'but', 'the', 'was', 'again', 'as', 'of', 'have', 'to', 'the', 'of', 'to', 'with', 'the']",23,0.4,
Sentence 19,41,"['VIRGIN', 'MARY', 'STATUE', 'WITHSTANDS', 'EARTHQUAKE', 'TURKEY', 'CATHEDRAL', 'COLLAPSES', ':', ""'INSPIRING"", 'SYMBOL', ""HOPE'"", 'Students', 'Luigi', 'Rosso', 'Art', 'School', 'Monopoli', ',', 'Italy', ',', 'work', 'mermaid', 'statue', ""'s"", 'located', 'Piazza', 'Rita', 'Levi-Montalcini', '.']",30,"['IN', 'AS', 'OF', 'at', 'the', 'in', 'on', 'a', 'that', 'now', 'in']",11,0.27,
Sentence 20,34,"['(', 'Courtesy', 'Luigi', 'Rosso', 'Art', 'School', ')', ""''"", 'statue', 'magnificent', ',', 'people', 'becoming', 'intolerant', ',', ""''"", 'one', 'Twitter', 'user', 'wrote', 'Monopoli', 'Times', 'post', '.']",24,"['of', 'the', 'This', 'is', 'are', 'more', 'and', 'more', 'under', 'The']",10,0.29,
Sentence 21,20,"['``', 'Beautiful', '..', 'front', 'back', '..', ""n't"", 'censor', 'beautiful', '(', 'real', ')', 'woman', ""'s"", 'physique', '!', ""''""]",17,"['and', 'do', 'the']",3,0.15,
Sentence 22,5,"['another', 'Twitter', 'user', 'commented', '.']",5,[],0,0.0,
Sentence 23,33,"['Facebook', 'users', 'divided', 'story', 'hundreds', 'commenters', 'split', 'whether', 'mermaid', 'statue', 'overlook', 'children', '’', 'park', 'whether', 'tribute', 'truly', 'honors', 'Levi-Montalcini', '.']",20,"['were', 'more', 'on', 'the', 'with', 'of', 'on', 'the', 'should', 'a', 's', 'and', 'the']",13,0.39,
Sentence 24,32,"['Levi-Montalcini', ',', '’', 'known', 'neurobiology', 'work', 'nerve', 'growth', 'factor', 'research', ',', 'died', 'Rome', 'Dec.', '30', ',', '2012', ',', 'age', '103', '.']",21,"['who', 's', 'most', 'for', 'her', 'in', 'in', 'on', 'at', 'the', 'of']",11,0.34,
Sentence 25,24,"['Rita', 'Levi', 'Montalcini', ',', 'Italian', 'scientist', ',', 'senator', 'Nobel', 'Prize', 'winner', ',', 'celebrated', '100th', 'birthday', 'Rome', 'April', '2009', '.']",19,"['an', 'and', 'her', 'in', 'in']",5,0.21,
Sentence 26,14,"['born', 'April', '22', ',', '1909', ',', 'Turin', ',', 'Italy', '.']",10,"['She', 'was', 'on', 'in']",4,0.29,
Sentence 27,15,"['Nobel', 'Prize', 'Medicine', '1986', 'discovering', 'growth', 'factors', '.']",8,"['She', 'won', 'a', 'in', 'in', 'for', 'their']",7,0.47,
Sentence 28,20,"['(', 'Alessandra', 'Benedetti/Corbis', 'via', 'Getty', 'Images', ')', ""''"", ""n't"", 'understand', 'connection', 'Nobel', 'prize', 'artwork', '.']",15,"['I', 'did', 'the', 'between', 'and']",5,0.25,
Sentence 29,22,"['Although', 'beautiful', ',', 'think', 'suitable', 'represent', 'professor', 'Montalcini', ',', ""''"", 'one', 'Facebook', 'user', 'wrote', '.']",15,"['she', 'is', 'I', 'she', 'is', 'not', 'to']",7,0.32,
Sentence 30,76,"['``', 'Seeing', ',', 'fact', ',', 'famous', 'phrase', 'came', 'mind', 'quoted', ':', '‘', 'Women', 'changed', 'world', 'never', 'needed', 'prove', 'anything', ',', 'intelligence.', '’', ""''"", 'GROUP', 'MAKES', 'GIANT', 'KNITTED', 'KING', 'CHARLES', 'III', 'TRIBUTE', 'AHEAD', 'CORONATION', 'Another', 'commenter', 'questioned', 'created', 'mermaid', 'statue', 'labeled', 'artwork', '``', 'vulgar', ""''"", 'accurate', 'representation', 'mermaids', 'late', 'senator', '.']",50,"['her', 'in', 'a', 'of', 'hers', 'to', 'my', 'which', 'she', 'who', 'the', 'to', 'but', 'their', 'OF', 'who', 'the', 'and', 'the', 'as', 'and', 'not', 'an', 'of', 'or', 'the']",26,0.34,
Sentence 31,15,"['``', 'honoring', 'Nobel', 'Prize', 'winner', 'Montalcini', ',', ""''"", 'Facebook', 'user', 'continued', '.']",12,"['Not', 'the', 'the']",3,0.2,
Sentence 32,36,"['``', 'take', 'away', 'recognizing', 'skill', 'high', 'school', 'kids', 'done', ',', 'right', 'context', ',', 'humble', 'opinion', '!', ""''""]",17,"['This', 'does', 'not', 'from', 'not', 'the', 'of', 'the', 'in', 'having', 'it', 'but', 'it', 'is', 'not', 'in', 'the', 'in', 'my']",19,0.53,
Sentence 33,44,"['Artists', 'Luigi', 'Rosso', 'Art', 'School', 'Monopoli', ',', 'Italy', ',', 'work', 'mermaid', 'statue', 'located', 'Piazza', 'Rita', 'Levi-Montalcini', ',', 'new', 'town', 'square', 'Municipality', 'Bari', ',', 'located', 'City', 'Monopoli', '.']",27,"['at', 'the', 'in', 'on', 'a', 'that', 'is', 'in', 'a', 'in', 'the', 'of', 'which', 'is', 'in', 'the', 'of']",17,0.39,
Sentence 34,29,"['(', 'Courtesy', 'Luigi', 'Rosso', 'Art', 'School', ')', 'Italian', 'Facebook', 'users', 'debated', 'whether', 'mermaid', 'statue', '’', 'form', 'negative', 'positive', 'portrayal', 'women', '.']",21,"['of', 'the', 'the', 's', 'is', 'a', 'or', 'of']",8,0.28,
Sentence 35,21,"['``', 'Lobotomizing', 'image', 'girls', 'children', 'sexualized', 'objectified', 'female', 'body', ',', ""''"", 'one', 'commenter', 'wrote', '.']",15,"['the', 'of', 'and', 'through', 'the', 'and']",6,0.29,
Sentence 36,33,"['THREE', 'MERMAIDS', 'CALIFORNIA', 'SAVE', 'SCUBA', 'DIVER', 'DROWNING', ':', ""'NOT"", 'PRETTY', 'TAILS', ""SMILES'"", 'Others', 'argued', 'statue', '’', 'harm', 'women', 'mermaids', '’', 'real', '.']",22,"['IN', 'FROM', 'JUST', 'AND', 'that', 'the', 'couldn', 't', 'because', 'aren', 't']",11,0.33,
Sentence 37,15,"['``', 'kids', 'go', 'beach', '?']",5,"['What', 'do', 'you', 'do', 'with', 'the', 'when', 'you', 'to', 'the']",10,0.67,
Sentence 38,6,"['blessed', '?', '?', ""''""]",4,"['Are', 'you']",2,0.33,
Sentence 39,5,"['Facebook', 'user', 'questioned', '.']",4,['a'],1,0.2,
Sentence 40,11,"['``', 'perverted', 'judgments', 'towards', 'statue', '....']",6,"['If', 'you', 'have', 'such', 'a']",5,0.45,
Sentence 41,17,"['’', 'dare', 'imagine', 'situations', 'kind', 'movies', 'make', '.']",8,"['I', 'don', 't', 'to', 'in', 'other', 'what', 'of', 'you']",9,0.53,
Sentence 42,17,"['Luckily', 'kids', 'mischievous', '....', 'grow', 'healthy', 'setting', '.', ""''""]",9,"['the', 'are', 'not', 'if', 'they', 'up', 'in', 'a']",8,0.47,
Sentence 43,46,"['Several', 'Facebook', 'users', 'stated', 'find', 'mermaid', 'statue', 'beautiful', ',', 'think', 'may', 'installed', 'place', 'makes', 'sense', ',', 'suggested', 'city', 'officials', 'could', 'move', 'cliffside', 'overlooking', 'Adriatic', 'Sea', '.']",26,"['who', 'have', 'that', 'they', 'the', 'to', 'be', 'but', 'it', 'not', 'be', 'in', 'a', 'that', 'have', 'that', 'it', 'to', 'a', 'the']",20,0.43,
Sentence 44,42,"['supporters', 'statue', 'asked', 'critics', 'also', 'object', 'seminude', 'fully', 'nude', 'statues', 'displayed', 'art', 'museums', 'public', 'spaces', 'throughout', 'Italy', ',', 'cover', 'children', ""'s"", 'eyes', 'visiting', 'beach', '.']",25,"['Some', 'of', 'the', 'if', 'they', 'to', 'and', 'that', 'are', 'in', 'and', 'other', 'or', 'if', 'they', 'when', 'a']",17,0.4,
Sentence 45,28,"['CLICK', 'SIGN', 'LIFESTYLE', 'NEWSLETTER', 'Outside', 'Italy', ',', 'social', 'media', 'users', 'mostly', 'made', 'jokes', 'controversy', 'surrounding', 'mermaid', 'statue', '.']",18,"['HERE', 'TO', 'UP', 'FOR', 'OUR', 'of', 'have', 'about', 'the', 'the']",10,0.36,
Sentence 46,24,"['``', 'statue', 'might', 'bootylicious', 'ya', ',', 'babe', ',', ""''"", 'said', 'tweet', 'posted', 'account', ',', 'Euronews', 'Culture', '.']",17,"['This', 'be', 'too', 'for', 'a', 'from', 'the']",7,0.29,
Sentence 47,25,"['``', '’', 'arts', 'mermaid', 'statue', 'whole', 'level', 'lol', ',', ""''"", 'another', 'Twitter', 'user', 'commented', '.']",15,"['I', 'm', 'all', 'for', 'the', 'but', 'this', 'is', 'a', 'other']",10,0.4,
Sentence 48,19,"['``', 'mermaid', 'built', 'like', 'Pixar', 'mom', ',', '’', 'going', '?', ""''""]",11,"['This', 'is', 'a', 'what', 's', 'on', 'over', 'there']",8,0.42,
Sentence 49,5,"['one', 'Twitter', 'user', 'questioned', '.']",5,[],0,0.0,
Sentence 50,51,"['FOLLOW', 'US', 'FACEBOOK', 'FOX', 'LIFESTYLE', 'NEWS', 'mermaid', 'statue', 'works', 'art', 'IISS', 'Luigi', 'Russo', 'reportedly', 'installed', 'throughout', 'new', 'town', 'square', 'area', 'undergoes', 'external', 'redevelopment', 'project', 'enhances', 'recreation', 'culture', ',', 'according', 'Monopoli', 'Times', '.']",32,"['ON', 'FOR', 'MORE', 'The', 'and', 'other', 'of', 'from', 'the', 'are', 'being', 'the', 'as', 'the', 'an', 'that', 'and', 'to', 'The']",19,0.37,
Sentence 51,18,"['Fox', 'News', 'Digital', 'reached', 'Comune', 'di', 'Monopoli', 'Puglia', 'Tourism', 'Board', 'comment', '.']",12,"['out', 'to', 'the', 'and', 'the', 'for']",6,0.33,
Sentence 52,30,"['Renaissance', 'artist', 'Michelangelo', 'di', 'Lodovico', 'Buonarroti', 'Simon', '(', '1475', '1564', ')', 'sculpted', 'David', 'Bible', '’', '‘', 'David', 'vs.', 'Goliath', '’', 'story', '16th', 'century', '.']",24,"['to', 'from', 'the', 's', 'during', 'the']",6,0.2,
Sentence 53,8,"['masterpiece', 'display', 'Florence', '.']",4,"['His', 'is', 'on', 'in']",4,0.5,
Sentence 54,51,"['(', 'Baur/ullstein', 'bild', 'via', 'Getty', 'Images', ')', 'debate', 'around', 'Italy', '’', 'mermaid', 'statue', 'comes', 'weeks', 'Florida', 'school', 'principal', 'forced', 'resign', 'parents', 'complained', 'children', 'shown', 'photo', 'Michaelangelo', ""'s"", 'famous', '``', 'David', ""''"", 'statue', 'Renaissance', 'art', 'lesson', '.']",36,"['The', 's', 'after', 'a', 'was', 'to', 'after', 'that', 'their', 'had', 'been', 'a', 'of', 'during', 'a']",15,0.29,
Sentence 55,26,"['CLICK', 'GET', 'FOX', 'NEWS', 'APP', '500-year-old', 'marble', 'statue', 'display', 'Accademia', 'Gallery', 'Florence', ',', 'Italy', '.']",15,"['HERE', 'TO', 'THE', 'The', 'more', 'than', 'is', 'on', 'at', 'the', 'in']",11,0.42,
Sentence 56,12,"['Fox', 'News', 'Digital', '’', 'Peter', 'Aitken', 'contributed', 'report', '.']",9,"['s', 'to', 'this']",3,0.25,
Sentence 57,16,"['Cortney', 'Moore', 'associate', 'lifestyle', 'writer', 'Lifestyle', 'team', 'Fox', 'News', 'Digital', '.']",11,"['is', 'an', 'on', 'the', 'at']",5,0.31,
Sentence 58,13,"['Fun', 'stories', 'food', ',', 'relationships', ',', 'great', 'outdoors', '.']",9,"['about', 'the', 'and', 'more']",4,0.31,
Sentence 59,9,"['Subscribed', ""'ve"", 'successfully', 'subscribed', 'newsletter', '!']",6,"['You', 'to', 'this']",3,0.33,
Sentence 60,2,"['Factset', '.']",2,[],0,0.0,
Sentence 61,8,"['Powered', 'implemented', 'FactSet', 'Digital', 'Solutions', '.']",6,"['and', 'by']",2,0.25,
Sentence 62,3,"['Legal', 'Statement', '.']",3,[],0,0.0,
Sentence 63,10,"['Mutual', 'Fund', 'ETF', 'data', 'provided', 'Refinitiv', 'Lipper', '.']",8,"['and', 'by']",2,0.2,
